creator_id,followers,following,engagement_rate,total_posts,account_age_days,tier,categories,platforms,languages,total_campaigns,successful_campaigns,success_rate,overall_rating,total_earnings,is_verified,bio,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct
671,505329,129844,0.0086,491,992,macro,"[""Music""]","[""Instagram"", ""YouTube""]","[""Spanish""]",75,61,0.823,3.91,2950260.7,True,Passionate about Music. Macro influencer.,0.435,0.261,0.174,52.5,47.5
672,12367,14474,0.0208,484,932,micro,"[""Food"", ""Art""]","[""Twitter""]","[""Arabic""]",21,14,0.679,3.7,29360.07,False,Passionate about Food & Art. Micro influencer.,0.3,0.35,0.2,64.6,35.4
673,10055,13778,0.0237,117,2313,micro,"[""Pets"", ""Parenting""]","[""Twitter""]","[""Spanish""]",34,18,0.543,2.52,13153.61,False,Passionate about Pets & Parenting. Micro influencer.,0.231,0.269,0.269,49.0,51.0
674,40505,43434,0.0247,284,356,micro,"[""Fashion"", ""Fitness""]","[""TikTok""]","[""Arabic""]",3,0,0.33,1.78,0.0,False,Passionate about Fashion & Fitness. Micro influencer.,0.3,0.35,0.2,84.4,15.6
675,265108,94974,0.0176,290,200,mid,"[""Fitness"", ""Education""]","[""Twitter""]","[""English"", ""Portuguese""]",5,2,0.574,2.74,15974.0,False,Passionate about Fitness & Education. Mid influencer.,0.3,0.35,0.2,57.5,42.5
676,1000,1614,0.0284,489,164,nano,"[""Art"", ""Health"", ""Fitness""]","[""LinkedIn"", ""Facebook""]","[""German""]",0,0,0.634,3.21,0.0,False,Passionate about Art & Health. Nano influencer.,0.231,0.269,0.269,62.9,37.1
677,27718,38280,0.0609,207,296,micro,"[""DIY"", ""Parenting"", ""Food""]","[""LinkedIn"", ""Twitter""]","[""French"", ""Hindi""]",6,2,0.413,1.96,3004.42,False,Passionate about DIY & Parenting. Micro influencer.,0.231,0.269,0.269,65.9,34.1
678,23956,19397,0.0779,206,1052,micro,"[""Music"", ""Sports""]","[""TikTok""]","[""Korean""]",11,4,0.436,2.29,8184.23,False,Passionate about Music & Sports. Micro influencer.,0.435,0.261,0.174,53.2,46.8
679,30228,58980,0.0387,372,1922,micro,"[""Technology""]","[""Instagram""]","[""French""]",20,8,0.426,2.12,15660.36,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,31.5,68.5
680,11579,20815,0.0299,508,531,micro,"[""Art""]","[""TikTok""]","[""Japanese""]",11,4,0.408,2.24,8062.94,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,46.0,54.0
681,7277,8074,0.0611,130,1431,nano,"[""Sports"", ""Business""]","[""Instagram""]","[""Italian""]",6,4,0.679,3.35,503.64,False,Passionate about Sports & Business. Nano influencer.,0.261,0.348,0.261,49.6,50.4
682,28145,39166,0.0125,786,320,micro,"[""Music""]","[""YouTube""]","[""Korean"", ""German""]",4,2,0.737,4.04,3796.31,False,Passionate about Music. Micro influencer.,0.435,0.261,0.174,49.6,50.4
683,1776363,367773,0.009,279,767,mega,"[""Entertainment""]","[""Instagram""]","[""French""]",63,25,0.411,2.21,4428199.98,True,Passionate about Entertainment. Mega influencer.,0.3,0.35,0.2,45.5,54.5
684,34255,48667,0.0157,604,587,micro,"[""Sports""]","[""Instagram"", ""Twitter""]","[""Italian""]",8,4,0.59,3.23,2917.76,False,Passionate about Sports. Micro influencer.,0.3,0.35,0.2,53.9,46.1
685,2236,1601,0.0468,535,385,nano,"[""Photography"", ""Health"", ""Education""]","[""Twitter"", ""TikTok""]","[""Japanese""]",2,1,0.561,2.56,528.55,False,Passionate about Photography & Health. Nano influencer.,0.231,0.269,0.269,45.7,54.3
686,10876,21635,0.0265,160,310,micro,"[""Photography""]","[""YouTube"", ""TikTok""]","[""Italian""]",3,1,0.409,2.03,1366.68,False,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,51.6,48.4
687,28263,13157,0.0421,188,1199,micro,"[""Photography"", ""Travel""]","[""Twitter""]","[""Italian""]",14,11,0.829,3.99,10455.63,False,Passionate about Photography & Travel. Micro influencer.,0.3,0.35,0.2,48.4,51.6
688,6537,1078,0.0889,358,942,nano,"[""Food"", ""Health"", ""Education""]","[""TikTok""]","[""Korean""]",2,0,0.36,1.77,0.0,False,Passionate about Food & Health. Nano influencer.,0.231,0.269,0.269,67.2,32.8
689,154187,73131,0.0296,190,373,mid,"[""DIY"", ""Lifestyle""]","[""TikTok""]","[""Japanese""]",8,4,0.527,2.82,34004.09,False,Passionate about DIY & Lifestyle. Mid influencer.,0.3,0.35,0.2,51.2,48.8
690,159874,31052,0.013,223,1442,mid,"[""Music""]","[""Twitter""]","[""Italian""]",42,29,0.712,3.57,265045.73,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,46.8,53.2
691,545481,243376,0.0162,46,753,macro,"[""Gaming""]","[""Facebook"", ""YouTube""]","[""Hindi""]",37,34,0.919,4.39,434010.91,False,Passionate about Gaming. Macro influencer.,0.435,0.261,0.174,40.7,59.3
692,54819,14034,0.0119,114,830,mid,"[""Pets"", ""Food""]","[""LinkedIn""]","[""Arabic""]",18,8,0.448,2.11,38913.61,False,Passionate about Pets & Food. Mid influencer.,0.3,0.35,0.2,69.8,30.2
693,59984,11069,0.0445,396,149,mid,"[""Fashion""]","[""LinkedIn""]","[""Korean""]",5,3,0.644,3.49,17223.35,False,Passionate about Fashion. Mid influencer.,0.3,0.35,0.2,81.4,18.6
694,23800,11061,0.0261,97,124,micro,"[""Travel""]","[""Twitter""]","[""Portuguese"", ""Spanish""]",0,0,0.715,3.27,0.0,False,Passionate about Travel. Micro influencer.,0.3,0.35,0.2,48.8,51.2
695,18245,19458,0.009,276,967,micro,"[""Art""]","[""LinkedIn"", ""Twitter""]","[""French""]",15,10,0.708,3.86,20527.63,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,46.8,53.2
696,10251,3006,0.0347,154,1282,micro,"[""Sports""]","[""YouTube""]","[""Portuguese""]",17,10,0.622,2.83,8500.47,False,Passionate about Sports. Micro influencer.,0.3,0.35,0.2,52.5,47.5
697,3138,5976,0.0277,84,1113,nano,"[""Technology"", ""Art""]","[""Twitter""]","[""Spanish""]",4,2,0.506,2.57,730.04,False,Passionate about Technology & Art. Nano influencer.,0.3,0.35,0.2,33.0,67.0
698,76044,4416,0.0339,236,879,mid,"[""Entertainment"", ""Business""]","[""Facebook""]","[""Japanese""]",26,9,0.376,2.04,84593.23,False,Passionate about Entertainment & Business. Mid influencer.,0.261,0.348,0.261,45.8,54.2
699,25874,7078,0.0282,254,884,micro,"[""Pets""]","[""Facebook"", ""Twitter""]","[""Arabic""]",15,7,0.498,2.51,13053.14,False,Passionate about Pets. Micro influencer.,0.3,0.35,0.2,46.7,53.3
700,19243,2929,0.054,202,181,micro,"[""Beauty""]","[""TikTok"", ""Facebook""]","[""Hindi""]",3,1,0.365,1.84,1946.06,False,Passionate about Beauty. Micro influencer.,0.3,0.35,0.2,83.0,17.0
701,189717,58620,0.0313,252,1124,mid,"[""Fitness""]","[""Instagram""]","[""German""]",18,13,0.759,3.54,27413.72,False,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,61.2,38.8
702,2005,2126,0.0815,486,266,nano,"[""Finance"", ""Food""]","[""LinkedIn"", ""Facebook""]","[""English"", ""Japanese""]",2,0,0.408,2.14,0.0,False,Passionate about Finance & Food. Nano influencer.,0.261,0.348,0.261,64.7,35.3
703,745113,263965,0.0167,296,420,macro,"[""Education""]","[""Twitter"", ""Instagram""]","[""English""]",25,20,0.817,4.33,868233.78,True,Passionate about Education. Macro influencer.,0.3,0.35,0.2,51.8,48.2
704,55856,20189,0.0135,365,140,mid,"[""Gaming"", ""Music""]","[""YouTube"", ""Facebook""]","[""Arabic""]",1,0,0.664,3.55,0.0,False,Passionate about Gaming & Music. Mid influencer.,0.435,0.261,0.174,25.3,74.7
705,111905,36357,0.0662,465,1413,mid,"[""Pets""]","[""Facebook""]","[""Hindi""]",44,36,0.825,4.53,161754.85,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,52.9,47.1
706,2478,1139,0.052,338,976,nano,"[""Lifestyle""]","[""Twitter""]","[""Italian""]",4,1,0.475,2.2,159.16,False,Passionate about Lifestyle. Nano influencer.,0.3,0.35,0.2,48.6,51.4
707,6626,9146,0.0489,434,1561,nano,"[""Health""]","[""Twitter"", ""Facebook""]","[""Arabic""]",11,7,0.722,3.51,3691.32,False,Passionate about Health. Nano influencer.,0.231,0.269,0.269,45.1,54.9
708,13274,23841,0.03,431,812,micro,"[""Technology""]","[""TikTok"", ""Instagram""]","[""Korean"", ""Spanish""]",12,4,0.398,1.88,7289.97,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,43.5,56.5
709,60747,20277,0.0172,744,254,mid,"[""Sports""]","[""Twitter"", ""Instagram""]","[""Spanish""]",6,2,0.387,1.82,10781.88,False,Passionate about Sports. Mid influencer.,0.3,0.35,0.2,53.6,46.4
710,6372,8128,0.0425,221,996,nano,"[""Technology""]","[""TikTok""]","[""Portuguese""]",5,3,0.707,3.82,1244.9,False,Passionate about Technology. Nano influencer.,0.3,0.35,0.2,36.4,63.6
711,1872,1174,0.005,271,1587,nano,"[""Education""]","[""Twitter""]","[""German""]",6,4,0.739,3.61,622.83,False,Passionate about Education. Nano influencer.,0.3,0.35,0.2,45.5,54.5
712,97590,30841,0.005,413,324,mid,"[""Parenting"", ""Business""]","[""TikTok""]","[""Korean""]",9,6,0.676,3.06,40883.12,False,Passionate about Parenting & Business. Mid influencer.,0.261,0.348,0.261,52.7,47.3
713,18137,28636,0.0506,61,961,micro,"[""Gaming""]","[""Twitter"", ""LinkedIn""]","[""Italian""]",15,6,0.414,2.22,9430.75,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,34.0,66.0
714,3051,3451,0.0529,241,87,nano,"[""Fitness""]","[""TikTok"", ""Instagram""]","[""Spanish""]",0,0,0.554,2.77,0.0,False,Passionate about Fitness. Nano influencer.,0.3,0.35,0.2,59.3,40.7
715,62522,20289,0.0179,285,110,mid,"[""Fashion""]","[""TikTok"", ""Instagram""]","[""French""]",1,0,0.696,3.33,0.0,False,Passionate about Fashion. Mid influencer.,0.3,0.35,0.2,71.0,29.0
716,6047,8381,0.0305,444,1423,nano,"[""Lifestyle""]","[""Facebook""]","[""French""]",6,4,0.816,4.48,1761.26,False,Passionate about Lifestyle. Nano influencer.,0.3,0.35,0.2,52.8,47.2
717,11215,9361,0.0108,178,760,micro,"[""Pets""]","[""YouTube""]","[""Italian""]",5,4,0.834,3.8,5595.74,False,Passionate about Pets. Micro influencer.,0.3,0.35,0.2,46.4,53.6
718,66629,21084,0.0482,155,1165,mid,"[""Pets""]","[""Twitter""]","[""Korean"", ""German""]",40,31,0.79,3.64,96220.71,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,47.9,52.1
719,22610,10732,0.0304,269,1334,micro,"[""Health""]","[""LinkedIn""]","[""French"", ""Hindi""]",19,9,0.523,2.56,13133.38,False,Passionate about Health. Micro influencer.,0.231,0.269,0.269,46.3,53.7
720,32048,7582,0.0109,315,2586,micro,"[""Art"", ""Health""]","[""Instagram""]","[""Hindi"", ""German""]",34,22,0.649,3.25,18040.79,False,Passionate about Art & Health. Micro influencer.,0.231,0.269,0.269,53.2,46.8
721,30834,59237,0.0289,272,567,micro,"[""Entertainment"", ""DIY""]","[""Twitter"", ""LinkedIn""]","[""English""]",8,3,0.466,2.49,5498.51,False,Passionate about Entertainment & DIY. Micro influencer.,0.3,0.35,0.2,50.7,49.3
722,38056,65093,0.0611,416,144,micro,"[""Travel""]","[""YouTube""]","[""Portuguese""]",4,2,0.584,2.66,1745.18,False,Passionate about Travel. Micro influencer.,0.3,0.35,0.2,45.7,54.3
723,148379,16167,0.0222,305,98,mid,"[""Fitness""]","[""Facebook"", ""Instagram""]","[""Arabic""]",2,1,0.743,3.86,5672.27,False,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,55.8,44.2
724,216156,103081,0.0092,894,532,mid,"[""Food""]","[""TikTok""]","[""Italian""]",17,13,0.765,4.1,51772.66,False,Passionate about Food. Mid influencer.,0.3,0.35,0.2,69.8,30.2
725,252316,108821,0.0058,610,1000,mid,"[""Travel"", ""Entertainment"", ""Gaming""]","[""TikTok""]","[""Korean""]",26,21,0.813,3.79,39367.48,False,Passionate about Travel & Entertainment. Mid influencer.,0.435,0.261,0.174,43.3,56.7
726,18968,2058,0.0774,291,35,micro,"[""Parenting"", ""Education""]","[""Facebook"", ""Twitter""]","[""Hindi"", ""Japanese""]",0,0,0.804,4.0,0.0,False,Passionate about Parenting & Education. Micro influencer.,0.231,0.269,0.269,48.6,51.4
727,55468,4731,0.0138,176,2102,mid,"[""DIY"", ""Gaming"", ""Finance""]","[""TikTok""]","[""Korean"", ""French""]",62,29,0.477,2.2,183960.38,False,Passionate about DIY & Gaming. Mid influencer.,0.435,0.261,0.174,30.2,69.8
728,15833,15580,0.0183,252,1618,micro,"[""Sports"", ""DIY""]","[""Instagram"", ""YouTube""]","[""Italian""]",23,18,0.821,3.98,27103.74,False,Passionate about Sports & DIY. Micro influencer.,0.3,0.35,0.2,45.1,54.9
729,22816,29737,0.0063,529,1017,micro,"[""Gaming"", ""Lifestyle"", ""Sports""]","[""Instagram"", ""YouTube""]","[""Italian""]",17,9,0.583,2.92,8026.43,False,Passionate about Gaming & Lifestyle. Micro influencer.,0.435,0.261,0.174,37.5,62.5
730,8259,9309,0.0251,163,326,nano,"[""Technology""]","[""Facebook"", ""Twitter""]","[""Japanese""]",3,1,0.47,2.39,401.44,False,Passionate about Technology. Nano influencer.,0.3,0.35,0.2,33.8,66.2
731,5167,5511,0.0356,58,934,nano,"[""Photography""]","[""YouTube""]","[""Hindi""]",3,2,0.76,3.62,840.08,False,Passionate about Photography. Nano influencer.,0.3,0.35,0.2,47.2,52.8
732,75731,5805,0.0136,350,722,mid,"[""Health""]","[""Twitter""]","[""French""]",19,15,0.797,4.15,40974.94,False,Passionate about Health. Mid influencer.,0.231,0.269,0.269,54.4,45.6
733,95171,13051,0.0268,513,231,mid,"[""Business""]","[""LinkedIn"", ""Facebook""]","[""French"", ""Arabic""]",4,3,0.797,4.12,21781.33,False,Passionate about Business. Mid influencer.,0.261,0.348,0.261,53.6,46.4
734,19852,9002,0.0516,315,482,micro,"[""Food"", ""Business""]","[""TikTok""]","[""French""]",8,5,0.657,3.3,2606.11,False,Passionate about Food & Business. Micro influencer.,0.261,0.348,0.261,61.4,38.6
735,32072,28588,0.0141,81,1133,micro,"[""Food"", ""Education"", ""Entertainment""]","[""Facebook"", ""Instagram""]","[""Italian""]",22,14,0.68,3.33,15084.65,False,Passionate about Food & Education. Micro influencer.,0.3,0.35,0.2,59.6,40.4
736,1624,2686,0.0304,254,1060,nano,"[""Fashion"", ""Business""]","[""YouTube""]","[""German""]",6,3,0.657,3.33,1125.96,False,Passionate about Fashion & Business. Nano influencer.,0.261,0.348,0.261,81.1,18.9
737,19218,27220,0.0498,241,621,micro,"[""Health""]","[""Facebook"", ""LinkedIn""]","[""Korean""]",7,5,0.794,3.79,5416.99,False,Passionate about Health. Micro influencer.,0.231,0.269,0.269,48.4,51.6
738,8769,14229,0.0561,359,320,nano,"[""Art"", ""Business"", ""Photography""]","[""LinkedIn""]","[""Korean""]",1,0,0.474,2.18,0.0,False,Passionate about Art & Business. Nano influencer.,0.261,0.348,0.261,51.9,48.1
739,6618,7613,0.0443,237,497,nano,"[""Business"", ""Food""]","[""Instagram"", ""Facebook""]","[""English""]",0,0,0.827,3.96,0.0,False,Passionate about Business & Food. Nano influencer.,0.261,0.348,0.261,55.3,44.7
740,27164,35910,0.0306,278,461,micro,"[""Lifestyle""]","[""TikTok"", ""Instagram""]","[""Portuguese""]",7,2,0.414,2.17,3397.11,False,Passionate about Lifestyle. Micro influencer.,0.3,0.35,0.2,49.8,50.2
741,25263,42545,0.0059,127,37,micro,"[""Lifestyle""]","[""Facebook"", ""TikTok""]","[""French""]",0,0,0.658,3.25,0.0,False,Passionate about Lifestyle. Micro influencer.,0.3,0.35,0.2,45.8,54.2
742,742354,172323,0.0068,232,1067,macro,"[""Entertainment"", ""DIY""]","[""LinkedIn""]","[""Korean""]",54,45,0.843,4.19,1881492.51,False,Passionate about Entertainment & DIY. Macro influencer.,0.3,0.35,0.2,47.3,52.7
743,3087,4152,0.0484,114,543,nano,"[""Pets""]","[""Facebook"", ""Instagram""]","[""Hindi""]",1,0,0.385,2.01,0.0,False,Passionate about Pets. Nano influencer.,0.3,0.35,0.2,49.2,50.8
744,12711,6246,0.0313,127,1229,micro,"[""Gaming""]","[""TikTok""]","[""Arabic"", ""Italian""]",17,9,0.553,2.67,8351.22,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,27.4,72.6
745,25849,50379,0.0296,288,674,micro,"[""Pets""]","[""Instagram"", ""Twitter""]","[""Arabic""]",10,8,0.862,4.65,11223.82,False,Passionate about Pets. Micro influencer.,0.3,0.35,0.2,48.7,51.3
746,20071,20989,0.0452,365,190,micro,"[""Travel"", ""Art""]","[""Instagram""]","[""German""]",4,2,0.701,3.63,2177.51,False,Passionate about Travel & Art. Micro influencer.,0.3,0.35,0.2,52.6,47.4
747,34114,23080,0.0136,304,2124,micro,"[""Sports""]","[""Instagram""]","[""Korean""]",33,17,0.541,2.94,25697.72,False,Passionate about Sports. Micro influencer.,0.3,0.35,0.2,47.5,52.5
748,372771,170777,0.0154,177,418,mid,"[""Music"", ""Finance""]","[""Instagram"", ""Twitter""]","[""Spanish""]",9,5,0.618,2.82,21128.75,False,Passionate about Music & Finance. Mid influencer.,0.435,0.261,0.174,47.9,52.1
749,50238,4088,0.0137,120,176,mid,"[""Lifestyle"", ""Travel""]","[""LinkedIn""]","[""Hindi"", ""Italian""]",4,3,0.792,4.04,17102.71,False,Passionate about Lifestyle & Travel. Mid influencer.,0.3,0.35,0.2,51.3,48.7
750,11320,3976,0.0353,593,1006,micro,"[""Photography"", ""Art""]","[""YouTube""]","[""Hindi""]",12,7,0.646,2.94,10515.68,False,Passionate about Photography & Art. Micro influencer.,0.3,0.35,0.2,48.4,51.6
751,39080,8795,0.0099,166,1535,micro,"[""Technology"", ""Travel""]","[""YouTube""]","[""English""]",21,13,0.644,3.02,30134.96,False,Passionate about Technology & Travel. Micro influencer.,0.3,0.35,0.2,41.9,58.1
752,2324,3565,0.0467,259,150,nano,"[""DIY"", ""Finance""]","[""Facebook""]","[""Portuguese""]",0,0,0.741,3.84,0.0,False,Passionate about DIY & Finance. Nano influencer.,0.261,0.348,0.261,45.3,54.7
753,14390,15848,0.0508,254,281,micro,"[""Photography""]","[""Facebook""]","[""French""]",1,0,0.801,4.04,0.0,False,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,47.6,52.4
754,1531,2921,0.0505,373,170,nano,"[""Education"", ""Sports"", ""DIY""]","[""Facebook""]","[""Portuguese""]",0,0,0.566,2.94,0.0,False,Passionate about Education & Sports. Nano influencer.,0.3,0.35,0.2,45.5,54.5
755,79801,19608,0.0402,285,2157,mid,"[""Parenting""]","[""LinkedIn""]","[""Spanish"", ""French""]",59,32,0.55,2.81,249978.06,True,Passionate about Parenting. Mid influencer.,0.231,0.269,0.269,46.2,53.8
756,24728,10411,0.0066,292,376,micro,"[""Art""]","[""Instagram"", ""TikTok""]","[""French""]",5,2,0.455,2.18,2093.81,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,47.2,52.8
757,20721,29247,0.0303,53,462,micro,"[""Technology""]","[""YouTube""]","[""French""]",3,2,0.776,3.93,3167.5,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,36.4,63.6
758,17526,6706,0.0456,326,1228,micro,"[""Education""]","[""YouTube""]","[""Japanese""]",19,7,0.413,1.93,13166.5,False,Passionate about Education. Micro influencer.,0.3,0.35,0.2,48.6,51.4
759,1529,1015,0.0182,496,1490,nano,"[""Business"", ""Technology""]","[""Facebook"", ""TikTok""]","[""Japanese"", ""Hindi""]",6,3,0.546,2.68,1369.83,False,Passionate about Business & Technology. Nano influencer.,0.261,0.348,0.261,38.1,61.9
760,5836,10201,0.0796,531,187,nano,"[""Entertainment""]","[""Instagram""]","[""Spanish""]",1,0,0.658,3.22,0.0,False,Passionate about Entertainment. Nano influencer.,0.3,0.35,0.2,49.2,50.8
761,22849,15148,0.0076,504,1237,micro,"[""Health"", ""Parenting""]","[""LinkedIn""]","[""Portuguese""]",16,9,0.608,3.34,12339.28,False,Passionate about Health & Parenting. Micro influencer.,0.231,0.269,0.269,55.0,45.0
762,117807,17535,0.0156,230,1269,mid,"[""Finance""]","[""Twitter""]","[""Korean""]",32,24,0.751,3.56,111709.83,False,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,46.8,53.2
763,738173,19459,0.0163,95,202,macro,"[""Education"", ""DIY""]","[""Instagram""]","[""Spanish""]",8,6,0.814,4.01,85737.99,True,Passionate about Education & DIY. Macro influencer.,0.3,0.35,0.2,48.3,51.7
764,9547,4823,0.024,295,56,nano,"[""Entertainment""]","[""LinkedIn""]","[""Italian""]",0,0,0.885,4.62,0.0,False,Passionate about Entertainment. Nano influencer.,0.3,0.35,0.2,46.1,53.9
765,31972,40626,0.0151,235,1472,micro,"[""Fitness""]","[""Facebook""]","[""Japanese""]",13,9,0.701,3.64,6842.32,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,57.9,42.1
766,23492,17469,0.0437,322,229,micro,"[""Travel"", ""Art"", ""Photography""]","[""Twitter""]","[""Portuguese""]",1,0,0.728,3.93,0.0,False,Passionate about Travel & Art. Micro influencer.,0.3,0.35,0.2,51.9,48.1
767,19935,16467,0.041,294,324,micro,"[""Education""]","[""TikTok""]","[""Italian"", ""Arabic""]",6,2,0.416,1.88,1958.12,False,Passionate about Education. Micro influencer.,0.3,0.35,0.2,54.1,45.9
768,435810,36707,0.0328,196,553,mid,"[""DIY"", ""Technology""]","[""Facebook""]","[""Korean""]",14,9,0.683,3.7,58500.14,True,Passionate about DIY & Technology. Mid influencer.,0.3,0.35,0.2,40.8,59.2
769,33475,4726,0.0083,136,934,micro,"[""Education"", ""Beauty"", ""DIY""]","[""Instagram""]","[""Korean"", ""English""]",15,11,0.791,4.17,23972.47,False,Passionate about Education & Beauty. Micro influencer.,0.3,0.35,0.2,79.7,20.3
770,12318,22328,0.0187,383,301,micro,"[""Gaming""]","[""YouTube""]","[""Korean""]",7,3,0.456,2.38,4221.92,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,40.2,59.8
771,54912,1231,0.0091,329,252,mid,"[""Entertainment"", ""Fashion"", ""Art""]","[""YouTube"", ""LinkedIn""]","[""Portuguese""]",7,4,0.613,3.17,39421.5,False,Passionate about Entertainment & Fashion. Mid influencer.,0.3,0.35,0.2,82.7,17.3
772,7011,7321,0.0716,274,554,nano,"[""Food""]","[""TikTok""]","[""Spanish""]",5,3,0.754,4.03,297.4,False,Passionate about Food. Nano influencer.,0.3,0.35,0.2,58.8,41.2
773,10284,9728,0.0341,482,1673,micro,"[""Finance""]","[""TikTok""]","[""Spanish""]",16,13,0.858,4.0,23237.16,False,Passionate about Finance. Micro influencer.,0.261,0.348,0.261,50.8,49.2
774,2260,1858,0.0598,482,1434,nano,"[""Finance"", ""Food""]","[""Instagram""]","[""Japanese""]",7,2,0.388,2.04,468.98,False,Passionate about Finance & Food. Nano influencer.,0.261,0.348,0.261,57.5,42.5
775,1839,737,0.0964,519,2484,nano,"[""Sports""]","[""LinkedIn""]","[""German""]",15,7,0.487,2.27,1343.97,False,Passionate about Sports. Nano influencer.,0.3,0.35,0.2,49.6,50.4
776,15653,6707,0.0308,166,592,micro,"[""Art""]","[""LinkedIn"", ""Instagram""]","[""Spanish""]",4,1,0.414,1.89,521.42,False,Passionate about Art. Micro influencer.,0.3,0.35,0.2,54.9,45.1
777,4728,7486,0.0212,176,392,nano,"[""Fashion"", ""Travel""]","[""Twitter""]","[""Spanish"", ""French""]",2,0,0.384,1.81,0.0,False,Passionate about Fashion & Travel. Nano influencer.,0.3,0.35,0.2,69.8,30.2
778,140205,41772,0.0331,653,1331,mid,"[""DIY"", ""Lifestyle""]","[""Facebook""]","[""Korean""]",38,26,0.699,3.52,196372.2,True,Passionate about DIY & Lifestyle. Mid influencer.,0.3,0.35,0.2,45.8,54.2
779,217432,37486,0.0107,69,1162,mid,"[""Fashion"", ""Photography"", ""Education""]","[""Instagram"", ""Twitter""]","[""French"", ""Korean""]",32,24,0.769,4.09,84835.78,True,Passionate about Fashion & Photography. Mid influencer.,0.3,0.35,0.2,72.7,27.3
780,11292,16911,0.0222,248,1496,micro,"[""Fitness""]","[""YouTube""]","[""Japanese""]",16,8,0.527,2.37,10754.65,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,61.8,38.2
781,48149,23033,0.0184,524,334,micro,"[""Fitness"", ""Gaming""]","[""Instagram"", ""TikTok""]","[""Italian""]",4,2,0.602,3.22,882.42,False,Passionate about Fitness & Gaming. Micro influencer.,0.435,0.261,0.174,39.6,60.4
782,7214,1081,0.0268,225,910,nano,"[""Sports"", ""Technology"", ""Health""]","[""YouTube"", ""LinkedIn""]","[""Spanish"", ""Arabic""]",4,2,0.516,2.4,721.8,False,Passionate about Sports & Technology. Nano influencer.,0.231,0.269,0.269,41.3,58.7
783,58143,13193,0.0503,168,251,mid,"[""DIY""]","[""Instagram""]","[""Hindi""]",7,3,0.545,2.55,14931.66,False,Passionate about DIY. Mid influencer.,0.3,0.35,0.2,48.0,52.0
784,3432,3545,0.0319,122,988,nano,"[""Food""]","[""Twitter""]","[""Italian""]",5,2,0.525,2.8,807.05,False,Passionate about Food. Nano influencer.,0.3,0.35,0.2,67.5,32.5
785,33313,35399,0.042,526,1024,micro,"[""Travel"", ""Technology"", ""Art""]","[""Facebook"", ""Twitter""]","[""German""]",21,11,0.529,2.51,16527.31,False,Passionate about Travel & Technology. Micro influencer.,0.3,0.35,0.2,41.7,58.3
786,13094,15134,0.037,247,240,micro,"[""Fitness"", ""Gaming""]","[""YouTube"", ""Instagram""]","[""Hindi""]",3,2,0.758,3.82,3612.24,False,Passionate about Fitness & Gaming. Micro influencer.,0.435,0.261,0.174,41.3,58.7
787,4154,2660,0.0325,494,349,nano,"[""Health""]","[""TikTok""]","[""Japanese""]",3,2,0.838,3.88,550.48,False,Passionate about Health. Nano influencer.,0.231,0.269,0.269,51.1,48.9
788,50150,21060,0.0063,238,705,mid,"[""Education""]","[""YouTube""]","[""German""]",13,5,0.407,2.24,10560.31,False,Passionate about Education. Mid influencer.,0.3,0.35,0.2,49.0,51.0
789,25855,47157,0.0148,241,654,micro,"[""Music""]","[""LinkedIn""]","[""Spanish""]",6,3,0.57,3.09,4076.2,False,Passionate about Music. Micro influencer.,0.435,0.261,0.174,45.8,54.2
790,246823,87825,0.0323,457,755,mid,"[""Lifestyle""]","[""Facebook"", ""LinkedIn""]","[""Hindi"", ""Portuguese""]",23,16,0.716,3.57,75350.88,False,Passionate about Lifestyle. Mid influencer.,0.3,0.35,0.2,46.6,53.4
791,39779,40652,0.0157,167,173,micro,"[""Fashion"", ""Sports"", ""Travel""]","[""Facebook"", ""LinkedIn""]","[""Arabic""]",1,0,0.833,4.34,0.0,False,Passionate about Fashion & Sports. Micro influencer.,0.3,0.35,0.2,72.7,27.3
792,103507,8312,0.0298,461,526,mid,"[""Travel""]","[""LinkedIn"", ""Twitter""]","[""Portuguese""]",14,7,0.527,2.61,58041.25,False,Passionate about Travel. Mid influencer.,0.3,0.35,0.2,45.2,54.8
793,8751,9166,0.005,475,121,nano,"[""Beauty""]","[""YouTube""]","[""Korean""]",0,0,0.5,2.64,0.0,False,Passionate about Beauty. Nano influencer.,0.3,0.35,0.2,76.0,24.0
