creator_id,name,follower_count,tier,engagement_rate,categories,platforms,primary_language,city,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct,total_campaigns,successful_campaigns,success_rate,overall_rating,is_verified,total_earnings,avg_response_time_hours,completion_rate,created_at
IN_CR_00561,Creator_561,7824,nano,4.19,Education & Skills,"Facebook,YouTube",Marathi,Chennai,46.5,55.6,0.0,32.0,68.0,4,2,50.0,4.42,False,30918.226392361114,2.695386917114562,73.2,2024-03-07T00:00:00
IN_CR_00562,Creator_562,8459,nano,7.51,Entertainment & Comedy,"YouTube,LinkedIn,ShareChat",Hindi,Kochi,56.6,21.6,21.7,40.4,59.6,3,2,66.7,3.91,False,5693.025512495649,9.770565248097876,80.4,2025-02-06T00:00:00
IN_CR_00563,Creator_563,16578,micro,22.18,Beauty & Makeup,"ShareChat,Twitter",Bengali,Ahmedabad,65.0,60.6,0.0,54.4,45.6,2,1,50.0,3.36,False,46859.64376724854,6.220130685394474,55.6,2024-06-05T00:00:00
IN_CR_00564,Creator_564,3301,nano,9.31,Technology & Gadgets,Moj,Hindi,Hyderabad,80.7,38.4,0.0,44.3,55.7,3,2,66.7,4.64,False,148216.89373247372,13.798317745763276,84.5,2024-10-30T00:00:00
IN_CR_00565,Creator_565,500,nano,9.8,Technology & Gadgets,"Facebook,Instagram",Hindi,Pune,67.6,78.0,0.0,28.7,71.3,3,2,66.7,3.45,False,4536.426187922032,2.5191197059111294,91.2,2022-11-17T00:00:00
IN_CR_00566,Creator_566,500,nano,13.6,Music & Dance,LinkedIn,Hindi,Jaipur,30.8,70.4,0.0,72.9,27.1,3,2,66.7,4.37,False,23353.985906561633,19.325872552937916,93.5,2024-09-05T00:00:00
IN_CR_00567,Creator_567,25021,micro,8.15,Sports & Cricket,"Facebook,LinkedIn",Hindi,Kolkata,81.2,68.4,0.0,20.1,79.9,4,2,50.0,4.24,False,800.979898182433,20.495777194513572,73.0,2025-03-05T00:00:00
IN_CR_00568,Creator_568,66267,mid,13.01,"Sports & Cricket,Fashion & Lifestyle",Facebook,Telugu,Pune,76.4,66.8,0.0,65.3,34.7,5,3,60.0,3.36,True,2408.933419796292,9.715127466842011,66.4,2025-05-30T00:00:00
IN_CR_00569,Creator_569,2066,nano,7.99,"Fashion & Lifestyle,Sports & Cricket","Facebook,Chingari,Instagram",Hindi,Kolkata,71.5,48.3,0.0,87.6,12.4,5,4,80.0,3.92,False,328850.136658403,0.14265258608897236,93.8,2025-03-21T00:00:00
IN_CR_00570,Creator_570,500,nano,14.74,"Sports & Cricket,Music & Dance,Regional Content",Instagram,Hindi,Lucknow,79.8,47.6,0.0,48.7,51.3,4,2,50.0,3.35,False,5571.425875339213,13.479355483990874,63.6,2024-08-02T00:00:00
IN_CR_00571,Creator_571,26121,micro,9.14,"Music & Dance,Food & Cooking,Technology & Gadgets",Facebook,Hindi,Kochi,37.0,29.2,33.8,42.9,57.1,3,2,66.7,4.53,True,1349.4522031847614,13.383868678466303,93.5,2023-08-26T00:00:00
IN_CR_00572,Creator_572,37197,micro,14.89,"Fashion & Lifestyle,News & Current Affairs,Food & Cooking","Twitter,ShareChat,Instagram",English,Pune,65.5,63.3,0.0,96.2,3.8,6,5,83.3,3.97,False,5381.937408329558,6.369440903133185,95.6,2025-05-03T00:00:00
IN_CR_00573,Creator_573,500,nano,46.13,Finance & Investment,"Chingari,Facebook",English,Chandigarh,94.8,59.2,0.0,81.8,18.2,7,6,85.7,4.04,False,743953.1338801021,22.878950890732234,95.0,2024-03-06T00:00:00
IN_CR_00574,Creator_574,1477,nano,30.4,"Fashion & Lifestyle,Health & Fitness","Facebook,Moj,Chingari",English,Chennai,46.7,67.4,0.0,60.9,39.1,0,0,0.0,4.66,False,0.0,0.6596674713368039,86.4,2024-02-26T00:00:00
IN_CR_00575,Creator_575,7807,nano,2.32,News & Current Affairs,TikTok (historical),English,Chennai,50.3,93.9,0.0,44.5,55.5,3,2,66.7,3.4,True,2838.5436227159553,1.6309585483397413,85.2,2024-12-28T00:00:00
IN_CR_00576,Creator_576,10174,micro,2.06,"Entertainment & Comedy,Sports & Cricket,Devotional & Spirituality","Twitter,Josh,YouTube",Bengali,Pune,71.7,48.5,0.0,19.9,80.1,4,3,75.0,4.68,False,14783.004851460537,21.155670562141182,83.0,2024-12-05T00:00:00
IN_CR_00577,Creator_577,19880,micro,17.85,Fashion & Lifestyle,"ShareChat,Facebook,YouTube,LinkedIn",Hindi,Mumbai,58.4,74.0,0.0,71.5,28.5,4,2,50.0,3.78,False,4150.639533247319,4.200973505562429,69.8,2023-12-06T00:00:00
IN_CR_00578,Creator_578,783,nano,24.27,"Fashion & Lifestyle,Health & Fitness","Josh,ShareChat,LinkedIn,YouTube",Hindi,Mumbai,41.2,58.9,0.0,72.8,27.2,4,3,75.0,4.25,False,8380.854629940288,39.598668345143786,89.2,2024-03-20T00:00:00
IN_CR_00579,Creator_579,4055,nano,18.12,Devotional & Spirituality,"Chingari,Josh",Tamil,Chandigarh,57.5,40.5,2.0,64.0,36.0,4,3,75.0,4.3,False,12487.36778356469,51.088367028528445,78.3,2025-07-25T00:00:00
IN_CR_00580,Creator_580,5733,nano,12.16,"Technology & Gadgets,Music & Dance","LinkedIn,Chingari,Josh,Moj",English,Kolkata,63.1,38.5,0.0,11.9,88.1,3,2,66.7,3.28,False,4541.458017388942,8.540359284978596,91.1,2023-07-24T00:00:00
IN_CR_00581,Creator_581,500,nano,10.77,"Fashion & Lifestyle,Health & Fitness","Twitter,Facebook,Josh,Moj",Bengali,Lucknow,88.4,37.6,0.0,56.4,43.6,11,9,81.8,4.89,True,81056.81050919606,7.381288843236376,89.6,2025-06-09T00:00:00
IN_CR_00582,Creator_582,3790,nano,15.22,Fashion & Lifestyle,"Facebook,Twitter,Chingari",Hindi,Ahmedabad,32.8,69.8,0.0,83.1,16.9,2,1,50.0,4.26,False,1437.8976766840724,9.867948468726562,85.6,2024-11-28T00:00:00
IN_CR_00583,Creator_583,81061,mid,7.85,Health & Fitness,YouTube,Hindi,Bangalore,57.9,40.4,1.7,60.4,39.6,7,4,57.1,4.62,False,24283.734100109275,60.7491677500251,69.4,2023-05-02T00:00:00
IN_CR_00584,Creator_584,621,nano,3.33,"Gaming,News & Current Affairs","LinkedIn,YouTube",Hindi,Chandigarh,66.2,25.4,8.4,47.5,52.5,11,10,90.9,3.35,False,4622.4814092336865,56.2140640062142,95.5,2024-02-24T00:00:00
IN_CR_00585,Creator_585,500,nano,3.64,Entertainment & Comedy,"Facebook,ShareChat",Telugu,Bangalore,83.9,32.6,0.0,48.6,51.4,7,5,71.4,4.66,False,66155.58664273644,1.169226684618537,78.7,2023-11-13T00:00:00
IN_CR_00586,Creator_586,1660,nano,10.32,Finance & Investment,ShareChat,Hindi,Bangalore,68.7,91.4,0.0,56.6,43.4,3,2,66.7,4.37,False,17938.111814738426,39.82822355682816,79.3,2023-01-03T00:00:00
IN_CR_00587,Creator_587,500,nano,10.17,"Entertainment & Comedy,Food & Cooking","YouTube,ShareChat,Instagram",Hindi,Hyderabad,51.6,52.0,0.0,51.0,49.0,5,4,80.0,3.37,True,159077.71686428765,2.1087524658107624,90.8,2025-01-01T00:00:00
IN_CR_00588,Creator_588,4744,nano,20.49,Gaming,Moj,Hindi,Chandigarh,80.7,48.2,0.0,50.4,49.6,5,4,80.0,3.43,False,3086.3766207022354,36.62146811599095,87.0,2025-01-22T00:00:00
IN_CR_00589,Creator_589,1151,nano,8.96,"Fashion & Lifestyle,Finance & Investment","ShareChat,YouTube",Hindi,Jaipur,37.0,37.3,25.8,68.7,31.3,6,4,66.7,4.59,False,29250.751764108045,0.34784126512643443,77.5,2023-11-10T00:00:00
IN_CR_00590,Creator_590,5091,nano,15.46,"Health & Fitness,Music & Dance,Beauty & Makeup","Chingari,Twitter",Hindi,Lucknow,59.6,76.5,0.0,83.9,16.1,4,2,50.0,4.76,True,2567.317769458369,10.453219574266113,73.9,2025-06-18T00:00:00
IN_CR_00591,Creator_591,54580,mid,6.94,"Beauty & Makeup,Food & Cooking","Facebook,YouTube,Instagram",Malayalam,Lucknow,29.9,54.8,15.3,69.7,30.3,4,3,75.0,4.21,False,3928.633759165602,0.8904609232838101,99.9,2024-09-25T00:00:00
IN_CR_00592,Creator_592,14080,micro,4.3,"Entertainment & Comedy,Travel & Tourism,Regional Content","Chingari,Josh",English,Lucknow,84.5,77.9,0.0,38.8,61.2,3,2,66.7,4.02,False,6966.708157489398,6.838317748398813,87.2,2025-08-06T00:00:00
IN_CR_00593,Creator_593,60305,mid,5.09,"Food & Cooking,Health & Fitness","Moj,Facebook,Instagram",Hindi,Pune,84.6,19.9,0.0,43.2,56.8,2,1,50.0,3.83,False,10537.237128339706,14.936324126372078,89.7,2025-06-14T00:00:00
IN_CR_00594,Creator_594,3279,nano,10.73,"Entertainment & Comedy,Gaming",TikTok (historical),Hindi,Jaipur,79.2,58.7,0.0,48.0,52.0,4,1,25.0,4.27,True,2516.2231629255293,15.617988731006253,48.2,2025-01-11T00:00:00
IN_CR_00595,Creator_595,6407,nano,15.67,Regional Content,"Instagram,Facebook,Josh",Tamil,Chennai,61.3,52.9,0.0,30.1,69.9,9,8,88.9,4.32,False,13249.639797577027,24.989831936161508,95.5,2023-01-25T00:00:00
IN_CR_00596,Creator_596,500,nano,18.35,"Devotional & Spirituality,Regional Content","Twitter,Facebook",English,Bangalore,74.8,21.2,4.0,62.3,37.7,11,10,90.9,3.64,False,24458.256649884686,2.565834857543553,94.5,2025-05-21T00:00:00
IN_CR_00597,Creator_597,17478,micro,9.63,Gaming,"Instagram,Chingari,TikTok (historical),YouTube",Telugu,Ahmedabad,66.0,45.7,0.0,7.6,92.4,0,0,0.0,4.88,False,0.0,3.30352276161757,79.4,2024-08-21T00:00:00
IN_CR_00598,Creator_598,500,nano,16.47,"Regional Content,Travel & Tourism",LinkedIn,English,Ahmedabad,78.6,64.8,0.0,35.2,64.8,7,6,85.7,4.35,False,7605.392601874607,7.3152636896040395,86.5,2024-12-10T00:00:00
IN_CR_00599,Creator_599,39051,micro,10.74,Finance & Investment,"Josh,TikTok (historical)",Kannada,Bangalore,63.3,52.4,0.0,61.4,38.6,9,7,77.8,3.63,False,53698.02435593554,1.4353463274611526,79.7,2024-07-22T00:00:00
IN_CR_00600,Creator_600,4580,nano,3.75,"Finance & Investment,Entertainment & Comedy","Josh,Chingari,YouTube,Twitter",Hindi,Pune,79.5,34.4,0.0,33.5,66.5,2,1,50.0,3.96,False,22555.612765850863,2.3085693202082918,89.0,2025-07-02T00:00:00
IN_CR_00601,Creator_601,45139,micro,2.76,"Beauty & Makeup,Regional Content",Chingari,Gujarati,Kochi,73.6,71.8,0.0,53.4,46.6,5,4,80.0,4.72,True,3944.3875370551455,3.090329059427619,89.6,2024-05-20T00:00:00
IN_CR_00602,Creator_602,18771,micro,7.92,"Finance & Investment,Beauty & Makeup","Instagram,ShareChat,TikTok (historical)",Hindi,Lucknow,81.2,41.4,0.0,81.7,18.3,6,1,16.7,3.86,True,3442.7915829180583,0.7449822105512924,23.8,2023-06-14T00:00:00
IN_CR_00603,Creator_603,11746,micro,4.92,Beauty & Makeup,"TikTok (historical),Moj,Facebook",English,Hyderabad,82.8,30.7,0.0,50.0,50.0,2,1,50.0,4.76,False,23320.278982594515,13.46212020715656,75.1,2025-02-22T00:00:00
IN_CR_00604,Creator_604,4456,nano,8.16,Food & Cooking,"Instagram,ShareChat",Hindi,Kolkata,57.2,47.2,0.0,78.3,21.7,4,3,75.0,4.55,False,1577.1478328512358,5.898280225785555,84.4,2025-09-16T00:00:00
IN_CR_00605,Creator_605,5794,nano,8.18,"Education & Skills,Travel & Tourism","Twitter,Josh,Chingari,Instagram",English,Jaipur,19.4,60.4,20.2,58.2,41.8,5,4,80.0,4.36,False,408218.01018330874,28.005801208812592,84.3,2024-08-22T00:00:00
IN_CR_00606,Creator_606,4959,nano,11.99,Technology & Gadgets,Facebook,English,Delhi,58.7,40.0,1.3,22.1,77.9,4,3,75.0,4.6,False,6937.346753464411,21.620789530259344,90.8,2023-09-21T00:00:00
IN_CR_00607,Creator_607,14541,micro,3.68,"News & Current Affairs,Fashion & Lifestyle","TikTok (historical),Josh",Marathi,Kochi,53.5,57.7,0.0,59.6,40.4,4,1,25.0,4.88,True,744.5499245702383,16.371468246436198,44.3,2024-07-30T00:00:00
IN_CR_00608,Creator_608,6005,nano,4.61,Entertainment & Comedy,"Facebook,LinkedIn",Hindi,Pune,43.5,38.2,18.3,68.5,31.5,4,3,75.0,2.8,False,26779.150892074893,6.291053161737201,82.5,2023-12-05T00:00:00
IN_CR_00609,Creator_609,2569,nano,19.52,Gaming,"Instagram,Josh",English,Pune,74.3,48.7,0.0,32.5,67.5,7,5,71.4,4.17,False,135398.36538792955,12.359631289398331,81.2,2025-01-27T00:00:00
IN_CR_00610,Creator_610,2834,nano,9.21,"News & Current Affairs,Technology & Gadgets","YouTube,Instagram",English,Bangalore,34.5,57.0,8.5,79.9,20.1,3,2,66.7,3.98,False,59008.84855992557,7.965153265247017,90.6,2024-10-30T00:00:00
IN_CR_00611,Creator_611,80640,mid,11.97,Entertainment & Comedy,LinkedIn,Hindi,Kolkata,65.1,43.1,0.0,74.2,25.8,5,4,80.0,4.83,False,7969.968513101974,0.1516584789838075,85.1,2023-12-16T00:00:00
IN_CR_00612,Creator_612,15722,micro,7.29,Devotional & Spirituality,"Twitter,Moj,Instagram",Kannada,Mumbai,87.1,65.3,0.0,35.1,64.9,3,2,66.7,3.43,False,6806.563681029038,7.4065799215685955,93.4,2025-07-17T00:00:00
IN_CR_00613,Creator_613,7588,nano,4.33,Beauty & Makeup,"LinkedIn,Facebook",English,Kochi,58.9,57.9,0.0,84.6,15.4,2,1,50.0,4.8,False,11990.731585041232,8.103733598293124,84.3,2025-10-07T00:00:00
IN_CR_00614,Creator_614,217230,mid,2.76,Education & Skills,"Josh,Facebook",Hindi,Delhi,72.1,39.5,0.0,57.4,42.6,8,5,62.5,4.15,False,119437.3166614076,3.99861718183488,66.3,2025-08-04T00:00:00
IN_CR_00615,Creator_615,18377,micro,21.34,Regional Content,"Josh,Instagram",Hindi,Bangalore,65.7,44.6,0.0,56.4,43.6,5,4,80.0,4.81,False,2847.264025366229,6.37783631931584,94.2,2025-10-08T00:00:00
IN_CR_00616,Creator_616,500,nano,9.19,"Health & Fitness,Devotional & Spirituality,Beauty & Makeup",Twitter,Telugu,Jaipur,40.7,46.1,13.1,94.0,6.0,5,4,80.0,3.53,False,13710.059507328613,10.098662820833564,81.8,2023-12-04T00:00:00
IN_CR_00617,Creator_617,2916312,mega,5.2,"Travel & Tourism,Finance & Investment","Josh,Chingari",Hindi,Bangalore,66.9,49.0,0.0,34.5,65.5,1,0,0.0,4.49,True,0.0,28.175831572283997,89.3,2023-05-09T00:00:00
IN_CR_00618,Creator_618,27559,micro,11.78,Sports & Cricket,"Moj,Twitter",Hindi,Ahmedabad,70.2,33.3,0.0,61.6,38.4,7,6,85.7,3.12,True,4879.706428015039,1.2917694275702623,86.0,2023-11-15T00:00:00
IN_CR_00619,Creator_619,4988,nano,5.17,Regional Content,"YouTube,Twitter,Facebook,Chingari",Hindi,Lucknow,32.4,58.6,9.0,47.5,52.5,6,5,83.3,2.85,False,53784.56071684614,1.2438136694216813,91.9,2023-07-20T00:00:00
IN_CR_00620,Creator_620,35062,micro,13.54,Education & Skills,"LinkedIn,Josh",Hindi,Bangalore,45.9,52.8,1.4,47.2,52.8,9,8,88.9,3.67,True,37354.15642536134,13.012534074063868,94.5,2023-07-23T00:00:00
IN_CR_00621,Creator_621,25602,micro,18.49,Beauty & Makeup,Twitter,Tamil,Delhi,48.3,29.7,21.9,83.5,16.5,6,5,83.3,4.58,True,511819.64905237197,2.292001513634271,86.4,2024-10-09T00:00:00
IN_CR_00622,Creator_622,21620,micro,21.64,Regional Content,"TikTok (historical),Chingari,Moj",Hindi,Chennai,58.5,33.9,7.6,72.8,27.2,8,7,87.5,4.49,False,39782.90290056417,10.97033517562126,94.9,2024-10-07T00:00:00
IN_CR_00623,Creator_623,3835,nano,10.84,"News & Current Affairs,Health & Fitness","Instagram,LinkedIn",English,Ahmedabad,67.3,55.3,0.0,28.6,71.4,4,2,50.0,4.3,False,38843.21846158774,0.693709477510274,64.4,2025-07-01T00:00:00
IN_CR_00624,Creator_624,4304,nano,23.92,"Sports & Cricket,Food & Cooking","LinkedIn,YouTube",Marathi,Delhi,47.9,25.8,26.2,19.7,80.3,3,2,66.7,4.17,True,4573.309269328078,3.020369119540383,70.8,2025-05-29T00:00:00
IN_CR_00625,Creator_625,2225,nano,14.69,"Entertainment & Comedy,Fashion & Lifestyle",YouTube,Hindi,Ahmedabad,66.4,83.1,0.0,74.7,25.3,1,0,0.0,4.56,False,0.0,1.589404831652668,92.7,2025-10-11T00:00:00
IN_CR_00626,Creator_626,500,nano,3.46,Travel & Tourism,"LinkedIn,Facebook,Moj",Malayalam,Mumbai,44.0,37.9,18.1,56.0,44.0,3,2,66.7,4.14,False,36979.95361971661,2.954057965949313,69.0,2024-04-26T00:00:00
IN_CR_00627,Creator_627,10336683,mega,1.53,"Travel & Tourism,Devotional & Spirituality","TikTok (historical),Chingari",Marathi,Mumbai,86.9,45.7,0.0,52.3,47.7,3,2,66.7,2.97,False,15528.232173953953,4.547479671660708,68.7,2024-10-27T00:00:00
IN_CR_00628,Creator_628,25533,micro,5.0,"Food & Cooking,Finance & Investment,Beauty & Makeup",Moj,Hindi,Bangalore,38.4,71.1,0.0,73.0,27.0,5,4,80.0,4.68,False,2139.6731267204073,7.042215147745173,89.8,2024-10-01T00:00:00
IN_CR_00629,Creator_629,637,nano,14.16,News & Current Affairs,Josh,English,Jaipur,63.5,54.2,0.0,50.0,50.0,5,3,60.0,4.0,False,1662.813821650332,0.5420320241306208,68.7,2023-09-19T00:00:00
IN_CR_00630,Creator_630,15000,micro,8.08,"Sports & Cricket,Beauty & Makeup,Education & Skills","TikTok (historical),Moj,Instagram,Facebook",Telugu,Mumbai,49.7,71.8,0.0,67.5,32.5,3,2,66.7,3.37,True,1476.4209383049617,9.473378552773053,82.6,2024-03-28T00:00:00
IN_CR_00631,Creator_631,5359,nano,13.94,Fashion & Lifestyle,"Instagram,Chingari,Josh",Marathi,Pune,87.2,57.5,0.0,82.6,17.4,0,0,0.0,4.69,False,0.0,7.718288751906359,94.0,2023-10-27T00:00:00
IN_CR_00632,Creator_632,7603,nano,18.12,Travel & Tourism,Moj,Hindi,Lucknow,53.2,23.3,23.5,29.1,70.9,5,4,80.0,4.24,True,6206.116272368439,2.8368822824687303,89.3,2025-09-27T00:00:00
IN_CR_00633,Creator_633,7604,nano,5.42,"Gaming,News & Current Affairs","LinkedIn,ShareChat,Chingari",Hindi,Delhi,88.6,64.2,0.0,17.2,82.8,6,5,83.3,3.33,False,7582.601374766726,4.434911524772367,92.6,2025-01-03T00:00:00
IN_CR_00634,Creator_634,4882,nano,5.25,"Gaming,Devotional & Spirituality","Chingari,Twitter,Instagram",Hindi,Mumbai,78.4,66.2,0.0,36.2,63.8,7,5,71.4,3.45,False,30466.385773540165,6.328105586427666,80.7,2022-12-23T00:00:00
IN_CR_00635,Creator_635,10216,micro,19.81,Regional Content,"ShareChat,Instagram",English,Hyderabad,78.1,49.5,0.0,54.9,45.1,7,5,71.4,2.95,False,613.0889179077162,16.564979833503536,78.7,2023-03-20T00:00:00
IN_CR_00636,Creator_636,2112,nano,1.79,Music & Dance,Chingari,Hindi,Hyderabad,64.4,26.9,8.7,82.7,17.3,6,5,83.3,4.06,False,27731.40385816926,20.970741474765056,96.1,2023-05-20T00:00:00
IN_CR_00637,Creator_637,18472,micro,12.4,Travel & Tourism,"ShareChat,Instagram",English,Bangalore,67.2,55.4,0.0,42.7,57.3,6,5,83.3,3.52,True,13282.392676003361,2.876535318174557,86.4,2024-10-19T00:00:00
IN_CR_00638,Creator_638,2011837,mega,6.03,"Travel & Tourism,Fashion & Lifestyle","ShareChat,Instagram,Moj",Hindi,Ahmedabad,66.3,24.0,9.6,65.1,34.9,4,3,75.0,4.72,True,14746.968266468464,4.9290577230408745,88.7,2023-08-22T00:00:00
IN_CR_00639,Creator_639,1051,nano,32.46,Technology & Gadgets,TikTok (historical),English,Pune,44.4,57.8,0.0,37.9,62.1,6,3,50.0,3.45,False,5087.730985195481,0.07565337595401107,63.5,2025-10-14T00:00:00
IN_CR_00640,Creator_640,1556,nano,24.82,"Health & Fitness,Beauty & Makeup,Education & Skills","Twitter,Moj",Hindi,Kochi,80.3,58.3,0.0,79.9,20.1,7,6,85.7,3.58,False,48269.37140379875,7.839187537114921,91.8,2023-11-22T00:00:00
IN_CR_00641,Creator_641,23839,micro,7.17,"Regional Content,Food & Cooking","YouTube,Facebook",Telugu,Bangalore,79.2,65.2,0.0,78.5,21.5,2,1,50.0,4.3,False,550.6275747870807,16.667531610594878,80.5,2023-05-24T00:00:00
IN_CR_00642,Creator_642,13004,micro,7.02,"Health & Fitness,Technology & Gadgets",Moj,Hindi,Hyderabad,84.3,50.5,0.0,28.5,71.5,4,3,75.0,4.35,False,1784.0201831302174,26.417088396371113,85.0,2023-02-18T00:00:00
IN_CR_00643,Creator_643,1239,nano,19.41,Music & Dance,"Twitter,Facebook",Hindi,Hyderabad,83.5,31.8,0.0,29.5,70.5,5,4,80.0,4.29,False,65735.3058445231,38.77939635536312,84.6,2023-06-01T00:00:00
IN_CR_00644,Creator_644,3272,nano,11.92,Gaming,LinkedIn,Hindi,Hyderabad,49.9,41.9,8.2,37.6,62.4,4,3,75.0,4.28,False,5673.851362690544,27.85047641765754,95.3,2023-08-29T00:00:00
IN_CR_00645,Creator_645,1256,nano,35.28,Devotional & Spirituality,"YouTube,Chingari",Marathi,Chandigarh,53.5,25.7,20.8,58.6,41.4,8,6,75.0,4.04,False,33220.655602170475,5.032366241524448,76.7,2025-02-17T00:00:00
IN_CR_00646,Creator_646,145091,mid,5.97,"Regional Content,Food & Cooking","Chingari,Instagram",English,Kochi,90.0,63.1,0.0,26.9,73.1,3,2,66.7,4.73,False,1549.3141475819496,10.020837042843382,80.2,2023-02-27T00:00:00
IN_CR_00647,Creator_647,12650,micro,1.78,"Devotional & Spirituality,Health & Fitness","Facebook,ShareChat",English,Delhi,72.3,35.4,0.0,35.4,64.6,9,7,77.8,2.57,False,52103.18660775186,3.6755148013698253,85.9,2024-10-28T00:00:00
IN_CR_00648,Creator_648,83038,mid,2.92,Beauty & Makeup,"TikTok (historical),Josh,YouTube,Twitter",Gujarati,Lucknow,43.4,41.1,15.5,60.4,39.6,4,3,75.0,4.09,False,8697.91293465519,7.998900753599419,75.3,2023-06-30T00:00:00
IN_CR_00649,Creator_649,1406,nano,8.6,"Sports & Cricket,Regional Content","Instagram,Chingari,Facebook,TikTok (historical)",Punjabi,Chandigarh,61.8,58.5,0.0,42.2,57.8,4,3,75.0,4.12,False,349.2276997026849,18.867381799420237,92.1,2023-10-27T00:00:00
IN_CR_00650,Creator_650,72254,mid,2.05,"Gaming,Fashion & Lifestyle,Technology & Gadgets","ShareChat,Facebook,YouTube",Marathi,Delhi,65.4,30.8,3.8,88.0,12.0,4,3,75.0,4.51,False,97494.27631999807,12.548527555485231,88.1,2023-09-27T00:00:00
IN_CR_00651,Creator_651,10063,micro,27.38,Regional Content,"Moj,Chingari",English,Pune,75.4,44.2,0.0,27.5,72.5,7,3,42.9,4.7,False,3679.781968153918,3.4569347219449886,46.6,2023-05-21T00:00:00
IN_CR_00652,Creator_652,1086610,mega,4.07,"Food & Cooking,Regional Content,Beauty & Makeup","Twitter,Facebook,Josh",English,Hyderabad,59.9,45.0,0.0,71.7,28.3,6,4,66.7,3.35,False,188671.06346066255,11.997881018541257,80.2,2023-03-10T00:00:00
IN_CR_00653,Creator_653,10656,micro,7.54,"Entertainment & Comedy,Food & Cooking","LinkedIn,YouTube,Twitter",Hindi,Mumbai,85.6,58.5,0.0,61.2,38.8,3,2,66.7,4.68,False,36889.02532277073,6.916596057930468,88.9,2024-05-20T00:00:00
IN_CR_00654,Creator_654,3687,nano,8.8,Devotional & Spirituality,"ShareChat,Facebook",English,Delhi,62.7,58.9,0.0,48.4,51.6,4,3,75.0,4.86,False,10177.530603120356,3.364313310562971,88.4,2023-07-19T00:00:00
IN_CR_00655,Creator_655,626,nano,1.0,Music & Dance,"ShareChat,Instagram",Marathi,Pune,81.6,30.7,0.0,44.2,55.8,10,9,90.0,3.9,False,5393.771535383293,0.6970533374161765,93.6,2022-12-19T00:00:00
IN_CR_00656,Creator_656,4702,nano,2.75,"Technology & Gadgets,Entertainment & Comedy","Facebook,TikTok (historical)",Bengali,Chennai,46.0,37.7,16.3,19.9,80.1,6,5,83.3,3.72,False,8543.872156947036,17.293360313689547,97.8,2023-03-14T00:00:00
IN_CR_00657,Creator_657,4079,nano,17.04,"Fashion & Lifestyle,Music & Dance","TikTok (historical),ShareChat",Hindi,Lucknow,63.8,66.5,0.0,78.6,21.4,6,5,83.3,4.29,False,110485.7012701998,4.9579558971073325,86.8,2025-07-24T00:00:00
IN_CR_00658,Creator_658,8363,nano,10.76,Food & Cooking,Josh,English,Lucknow,66.3,47.5,0.0,53.8,46.2,8,6,75.0,4.41,True,7068.032973564123,34.78376217358056,85.5,2025-05-01T00:00:00
IN_CR_00659,Creator_659,500,nano,22.0,"Health & Fitness,Entertainment & Comedy","Instagram,TikTok (historical)",Telugu,Pune,30.7,78.6,0.0,61.8,38.2,10,8,80.0,3.45,False,9292.496983379942,4.658751591140529,89.4,2024-05-29T00:00:00
IN_CR_00660,Creator_660,44708,micro,8.81,"Music & Dance,Regional Content","Josh,Moj,Facebook",English,Mumbai,46.1,36.2,17.7,61.3,38.7,3,2,66.7,4.2,False,20627.774394514196,11.157132198783476,83.5,2022-12-29T00:00:00
IN_CR_00661,Creator_661,36601,micro,13.63,Travel & Tourism,Chingari,English,Ahmedabad,82.8,64.0,0.0,59.6,40.4,3,2,66.7,3.83,False,1259.0127137085092,11.699421032972367,85.4,2025-07-15T00:00:00
IN_CR_00662,Creator_662,4255,nano,51.6,Health & Fitness,"LinkedIn,Josh",Hindi,Pune,51.9,39.4,8.7,64.2,35.8,10,8,80.0,4.6,False,892200.0473109626,23.77901114899624,85.6,2024-06-28T00:00:00
IN_CR_00663,Creator_663,3128,nano,1.74,Beauty & Makeup,"LinkedIn,ShareChat,Moj",English,Pune,63.1,33.0,3.8,47.0,53.0,2,1,50.0,4.58,True,14078.206944776613,50.906670285268284,74.9,2024-10-28T00:00:00
IN_CR_00664,Creator_664,4784,nano,16.7,"Gaming,News & Current Affairs","ShareChat,TikTok (historical)",Telugu,Chandigarh,55.8,41.5,2.8,15.6,84.4,5,4,80.0,4.2,False,14899.173201667269,18.294964535334557,82.1,2025-06-09T00:00:00
IN_CR_00665,Creator_665,41202,micro,4.75,"Devotional & Spirituality,Health & Fitness","Instagram,Josh,Chingari",English,Hyderabad,80.7,66.8,0.0,55.1,44.9,9,8,88.9,3.95,False,49308.58944676596,6.400786002438185,95.1,2022-12-06T00:00:00
IN_CR_00666,Creator_666,19226,micro,12.85,"Education & Skills,Regional Content",Moj,English,Ahmedabad,79.4,19.9,0.7,68.1,31.9,4,3,75.0,4.61,True,43706.91916456342,8.730397059567432,75.0,2024-05-15T00:00:00
IN_CR_00667,Creator_667,1157,nano,8.93,"Technology & Gadgets,News & Current Affairs","TikTok (historical),ShareChat",English,Lucknow,85.2,35.2,0.0,25.8,74.2,3,2,66.7,2.83,False,1357.4284907795063,2.433952124947406,93.2,2022-12-08T00:00:00
