campaign_id,category,platform,industry,budget,duration_days,start_date,end_date,min_followers,min_engagement,deliverables,content_rights,target_age_group,target_gender,brand_total_campaigns,brand_avg_rating,brand_completion_rate,applications_count
1311,Entertainment,Twitter,Beauty & Cosmetics,1025,29,2025-11-21,2025-12-20,100000,0.017,"[""Post""]",False,45-54,Female,16,4.92,0.617,43
1312,DIY,TikTok,Sports,2067,53,2025-11-29,2026-01-21,10000,0.011,"[""Blog""]",True,18-24,Male,13,4.62,0.948,78
1313,Finance,Instagram,Travel & Tourism,569,42,2025-11-27,2026-01-08,5000,0.027,"[""Blog"", ""Post"", ""Video"", ""Reel"", ""Story""]",True,65+,Female,11,3.64,0.782,29
1314,Lifestyle,YouTube,Beauty & Cosmetics,803,11,2025-11-14,2025-11-25,5000,0.041,"[""Blog""]",False,65+,Male,8,4.14,0.565,24
1315,Technology,Twitter,Home & Garden,1239,48,2026-02-03,2026-03-23,50000,0.024,"[""Video""]",False,55-64,Female,11,3.67,0.649,37
1316,Beauty,Facebook,Health & Wellness,2205,24,2026-01-19,2026-02-12,10000,0.041,"[""Blog""]",True,25-34,All,12,4.39,0.889,54
1317,Food,Twitter,Education,2504,7,2026-02-06,2026-02-13,5000,0.02,"[""Story"", ""Blog"", ""Reel"", ""Video""]",False,55-64,Female,11,2.83,0.629,26
1318,Music,YouTube,Real Estate,1271,28,2026-01-26,2026-02-23,10000,0.05,"[""Reel"", ""Blog""]",False,45-54,Male,10,3.77,0.929,29
1319,Fitness,YouTube,Education,1377,29,2026-01-03,2026-02-01,10000,0.044,"[""Post"", ""Blog""]",True,13-17,Female,8,4.1,0.857,28
1320,Education,Twitter,Entertainment,886,67,2025-11-29,2026-02-04,50000,0.038,"[""Blog"", ""Reel"", ""Post""]",True,55-64,Female,12,2.82,0.785,100
1321,Gaming,YouTube,Travel & Tourism,644,21,2025-12-30,2026-01-20,5000,0.019,"[""Blog""]",False,65+,Female,11,3.63,0.845,14
1322,Finance,YouTube,Technology,541,40,2025-12-04,2026-01-13,10000,0.035,"[""Story"", ""Video"", ""Blog""]",False,13-17,All,5,4.22,0.835,23
1323,Travel,Facebook,Finance,953,24,2026-01-26,2026-02-19,100000,0.044,"[""Story""]",False,13-17,Female,7,4.73,0.794,89
1324,Education,YouTube,Sports,631,10,2026-02-07,2026-02-17,5000,0.023,"[""Reel"", ""Story"", ""Blog""]",True,55-64,Male,11,4.41,0.952,48
1325,Technology,TikTok,Food & Beverage,567,42,2026-01-14,2026-02-25,10000,0.042,"[""Reel""]",False,55-64,Male,12,4.3,0.611,25
1326,Gaming,LinkedIn,Food & Beverage,782,10,2025-12-18,2025-12-28,5000,0.023,"[""Blog"", ""Reel"", ""Video"", ""Story""]",True,65+,All,6,3.85,0.91,36
1327,Art,TikTok,Entertainment,571,27,2025-12-19,2026-01-15,50000,0.046,"[""Story"", ""Post"", ""Blog"", ""Video""]",True,18-24,Female,7,3.79,0.778,32
1328,Fashion,Instagram,Entertainment,584,19,2025-12-31,2026-01-19,5000,0.031,"[""Reel"", ""Blog"", ""Story""]",True,55-64,All,14,3.65,0.863,64
1329,Beauty,TikTok,Gaming,11063,45,2025-12-26,2026-02-09,50000,0.037,"[""Blog"", ""Story""]",True,45-54,Female,6,4.43,0.915,49
1330,Beauty,Twitter,Sports,1506,44,2026-02-08,2026-03-24,1000,0.036,"[""Blog"", ""Story"", ""Reel""]",True,35-44,Male,12,4.08,0.926,6
1331,Finance,LinkedIn,Health & Wellness,692,49,2026-01-25,2026-03-15,1000,0.045,"[""Blog"", ""Video""]",False,55-64,Male,8,4.15,0.989,5
1332,DIY,YouTube,Sports,2081,13,2025-12-20,2026-01-02,100000,0.041,"[""Video"", ""Post"", ""Story""]",True,65+,Male,17,3.04,0.872,71
1333,Finance,Facebook,Finance,2641,27,2026-01-02,2026-01-29,5000,0.027,"[""Story"", ""Video"", ""Post""]",False,45-54,Male,13,4.48,0.7,25
1334,Finance,TikTok,Education,1659,48,2026-01-16,2026-03-05,50000,0.014,"[""Story""]",False,65+,All,10,4.17,0.724,95
1335,Technology,Twitter,Technology,1260,37,2026-01-17,2026-02-23,10000,0.02,"[""Story"", ""Post"", ""Blog"", ""Reel""]",True,25-34,Male,14,3.81,0.904,7
1336,Fitness,Instagram,Health & Wellness,719,29,2026-01-30,2026-02-28,5000,0.025,"[""Story"", ""Blog""]",True,55-64,Female,12,3.39,0.809,42
1337,Fashion,YouTube,Sports,1112,18,2025-12-01,2025-12-19,10000,0.044,"[""Reel"", ""Post"", ""Story""]",False,35-44,Female,13,4.38,0.721,21
1338,Education,Twitter,Sports,567,19,2025-12-21,2026-01-09,5000,0.037,"[""Blog"", ""Video""]",True,18-24,All,10,3.77,0.619,14
1339,Business,Instagram,Food & Beverage,1733,62,2025-12-27,2026-02-27,1000,0.036,"[""Video"", ""Blog"", ""Post""]",False,45-54,Male,10,4.57,0.717,25
1340,Education,YouTube,Education,901,25,2026-01-07,2026-02-01,10000,0.029,"[""Story"", ""Post""]",False,65+,Male,6,3.8,0.974,80
1341,Technology,LinkedIn,Gaming,736,17,2025-12-11,2025-12-28,5000,0.045,"[""Story"", ""Video"", ""Blog""]",True,35-44,All,9,3.27,0.76,37
1342,Finance,YouTube,Gaming,927,9,2026-01-19,2026-01-28,1000,0.013,"[""Video"", ""Blog""]",False,25-34,Female,6,4.1,0.712,22
1343,Education,Instagram,Technology,1503,7,2026-01-08,2026-01-15,5000,0.037,"[""Reel"", ""Video""]",True,18-24,Male,10,4.23,0.651,23
1344,Technology,Instagram,Education,671,21,2026-01-16,2026-02-06,10000,0.023,"[""Story"", ""Reel"", ""Blog""]",False,65+,Female,10,2.62,0.923,31
1345,Music,YouTube,Travel & Tourism,753,7,2025-12-23,2025-12-30,1000,0.011,"[""Blog"", ""Video""]",True,13-17,Male,14,4.75,0.743,74
1346,Parenting,Instagram,Finance,1067,13,2026-01-27,2026-02-09,50000,0.022,"[""Post"", ""Video"", ""Blog""]",False,55-64,Female,8,3.68,0.936,19
1347,DIY,Facebook,Gaming,528,20,2025-11-14,2025-12-04,1000,0.032,"[""Story"", ""Reel"", ""Blog""]",False,13-17,Male,9,4.81,0.823,10
1348,Health,LinkedIn,Sports,914,40,2025-11-22,2026-01-01,5000,0.028,"[""Blog"", ""Story"", ""Reel""]",True,55-64,Male,10,3.37,0.81,25
1349,Photography,YouTube,Fashion,936,26,2025-11-22,2025-12-18,10000,0.044,"[""Video"", ""Story"", ""Reel"", ""Blog""]",False,13-17,Female,12,3.64,0.918,12
1350,Food,Twitter,Education,1743,25,2025-11-19,2025-12-14,50000,0.037,"[""Reel""]",False,55-64,Female,8,4.07,0.958,23
1351,Gaming,Instagram,Food & Beverage,2336,9,2026-01-22,2026-01-31,100000,0.049,"[""Video""]",False,55-64,Male,14,2.79,0.962,32
1352,Fashion,TikTok,Entertainment,1047,38,2025-11-30,2026-01-07,1000,0.016,"[""Blog""]",False,25-34,All,10,4.47,0.911,20
1353,Art,YouTube,Health & Wellness,569,16,2026-01-09,2026-01-25,5000,0.029,"[""Post"", ""Video"", ""Reel"", ""Story""]",False,13-17,Male,16,4.12,0.615,14
1354,Travel,TikTok,Technology,533,49,2025-11-20,2026-01-08,1000,0.022,"[""Blog"", ""Post"", ""Reel""]",True,45-54,All,10,3.07,0.565,36
1355,Parenting,Twitter,Gaming,2004,30,2025-12-08,2026-01-07,10000,0.033,"[""Post"", ""Blog"", ""Video"", ""Reel"", ""Story""]",True,13-17,Female,6,3.2,0.841,90
1356,Photography,LinkedIn,Technology,1631,20,2025-12-04,2025-12-24,10000,0.025,"[""Story"", ""Video"", ""Post"", ""Reel""]",False,65+,Female,9,4.15,0.981,14
1357,Parenting,Instagram,Education,3662,9,2026-01-27,2026-02-05,5000,0.033,"[""Reel"", ""Blog""]",True,25-34,Female,9,4.36,0.85,9
1358,Travel,Twitter,Technology,576,16,2025-12-31,2026-01-16,10000,0.027,"[""Post"", ""Story""]",True,18-24,Female,11,4.58,0.807,56
1359,Business,Twitter,Sports,1658,17,2026-02-03,2026-02-20,10000,0.033,"[""Video"", ""Story"", ""Reel""]",True,65+,Male,15,4.27,0.709,46
1360,Fitness,LinkedIn,Travel & Tourism,1576,10,2026-01-08,2026-01-18,50000,0.033,"[""Post"", ""Blog""]",False,65+,Female,10,2.95,0.954,118
1361,Lifestyle,Facebook,Home & Garden,1894,36,2025-12-11,2026-01-16,1000,0.025,"[""Reel"", ""Story"", ""Post"", ""Video"", ""Blog""]",False,25-34,Female,12,3.36,0.842,69
1362,Parenting,LinkedIn,Gaming,536,26,2026-01-11,2026-02-06,1000,0.016,"[""Reel""]",True,18-24,Male,6,4.55,0.886,19
1363,Pets,Instagram,Education,1900,17,2025-12-10,2025-12-27,5000,0.033,"[""Post"", ""Blog""]",False,65+,All,16,2.88,0.931,30
1364,Business,TikTok,Finance,8538,24,2026-02-03,2026-02-27,1000,0.037,"[""Story"", ""Post""]",False,55-64,All,11,4.58,0.652,56
1365,Lifestyle,Instagram,Fashion,706,8,2026-02-02,2026-02-10,10000,0.031,"[""Story"", ""Video"", ""Blog"", ""Reel""]",False,25-34,Female,8,3.1,0.901,106
1366,Fashion,YouTube,E-commerce,4254,15,2025-11-26,2025-12-11,50000,0.042,"[""Story""]",False,55-64,Male,6,3.45,0.906,28
1367,Gaming,YouTube,Fashion,691,20,2026-01-10,2026-01-30,5000,0.035,"[""Video"", ""Post"", ""Story"", ""Blog""]",False,25-34,Male,15,3.54,0.814,31
1368,Lifestyle,YouTube,Finance,819,54,2026-02-07,2026-04-02,50000,0.031,"[""Reel""]",False,45-54,All,8,4.63,0.821,14
1369,Pets,Instagram,Sports,855,16,2026-01-15,2026-01-31,1000,0.024,"[""Post"", ""Reel"", ""Video""]",False,65+,Male,11,4.05,0.908,34
1370,Fashion,Twitter,Food & Beverage,550,57,2026-01-05,2026-03-03,50000,0.025,"[""Post"", ""Reel"", ""Blog""]",False,35-44,Female,11,4.31,0.842,18
1371,Technology,Twitter,Technology,509,16,2025-11-29,2025-12-15,10000,0.012,"[""Video"", ""Post"", ""Reel""]",False,45-54,Male,9,1.36,0.757,40
1372,Fashion,Facebook,Health & Wellness,1168,53,2025-12-26,2026-02-17,50000,0.033,"[""Story"", ""Post"", ""Video""]",False,13-17,Male,12,4.42,0.644,79
1373,Entertainment,Facebook,Automotive,1145,7,2026-01-23,2026-01-30,10000,0.045,"[""Story"", ""Reel"", ""Post""]",True,18-24,Female,9,3.12,0.837,16
1374,Food,YouTube,Food & Beverage,1385,37,2025-12-27,2026-02-02,5000,0.02,"[""Blog"", ""Post"", ""Video""]",False,18-24,All,10,2.86,0.755,5
1375,Entertainment,Instagram,Technology,1729,7,2026-01-26,2026-02-02,1000,0.045,"[""Post"", ""Blog""]",False,65+,All,10,3.98,0.815,15
1376,Sports,Instagram,Fashion,623,42,2025-12-14,2026-01-25,10000,0.024,"[""Reel"", ""Video""]",False,45-54,Female,10,3.47,0.74,55
1377,Fitness,LinkedIn,Food & Beverage,905,38,2026-01-30,2026-03-09,1000,0.044,"[""Video"", ""Post"", ""Story"", ""Reel""]",False,18-24,Female,13,3.57,0.689,32
1378,Food,Instagram,Automotive,2170,19,2026-01-22,2026-02-10,10000,0.01,"[""Reel"", ""Blog""]",False,13-17,All,4,4.61,0.811,26
1379,DIY,Facebook,E-commerce,1049,81,2026-01-25,2026-04-16,5000,0.026,"[""Video"", ""Story"", ""Reel""]",False,55-64,Female,11,3.32,0.4,103
1380,Lifestyle,YouTube,Food & Beverage,823,37,2025-12-09,2026-01-15,10000,0.013,"[""Reel"", ""Post"", ""Video"", ""Story""]",False,55-64,Male,8,4.23,0.963,37
1381,Art,YouTube,Health & Wellness,863,16,2025-11-29,2025-12-15,5000,0.021,"[""Post"", ""Blog"", ""Story"", ""Reel""]",False,35-44,Male,13,3.01,0.747,43
1382,Business,YouTube,E-commerce,512,30,2026-02-05,2026-03-07,5000,0.038,"[""Reel"", ""Post""]",True,65+,All,11,3.96,0.954,31
1383,Education,Instagram,Food & Beverage,4965,36,2025-12-01,2026-01-06,10000,0.029,"[""Story"", ""Blog""]",False,13-17,All,12,4.1,0.93,26
1384,Health,Twitter,Food & Beverage,504,37,2026-01-12,2026-02-18,10000,0.018,"[""Post""]",False,65+,All,14,3.1,0.811,18
1385,Technology,TikTok,E-commerce,620,7,2026-01-23,2026-01-30,1000,0.02,"[""Video"", ""Reel"", ""Post"", ""Blog""]",False,25-34,All,7,4.6,0.851,43
1386,Art,Twitter,Health & Wellness,950,14,2025-11-25,2025-12-09,5000,0.032,"[""Story"", ""Blog"", ""Reel""]",False,13-17,Male,8,3.98,0.668,51
1387,Health,YouTube,Automotive,529,23,2025-11-13,2025-12-06,1000,0.044,"[""Blog"", ""Reel"", ""Story""]",False,25-34,Male,8,4.26,0.625,20
1388,Lifestyle,Facebook,Fashion,6473,31,2025-12-10,2026-01-10,100000,0.016,"[""Blog"", ""Reel""]",False,65+,All,7,4.32,0.691,10
1389,Fashion,LinkedIn,E-commerce,562,29,2026-01-01,2026-01-30,1000,0.05,"[""Post"", ""Reel""]",False,13-17,Female,9,4.75,0.878,16
1390,Technology,LinkedIn,Entertainment,1265,37,2026-02-08,2026-03-17,5000,0.021,"[""Video"", ""Reel"", ""Post""]",False,13-17,All,7,4.05,0.675,42
1391,Sports,Twitter,Education,781,13,2025-11-29,2025-12-12,5000,0.034,"[""Story"", ""Post""]",True,25-34,Female,12,3.21,0.865,73
1392,Finance,Instagram,Sports,866,33,2026-01-21,2026-02-23,5000,0.024,"[""Post"", ""Story""]",False,45-54,Female,13,4.26,0.939,28
1393,Finance,TikTok,Education,643,49,2026-01-29,2026-03-19,5000,0.03,"[""Reel"", ""Video"", ""Blog"", ""Story""]",False,55-64,Male,9,3.58,0.8,66
1394,Beauty,Instagram,Education,1392,17,2026-01-27,2026-02-13,100000,0.049,"[""Post"", ""Blog""]",False,18-24,Male,10,3.11,0.72,16
1395,Food,Instagram,Fashion,1242,64,2026-01-29,2026-04-03,1000,0.026,"[""Video"", ""Reel"", ""Post""]",False,45-54,All,7,3.2,0.429,50
1396,Pets,Facebook,E-commerce,22221,7,2025-11-17,2025-11-24,5000,0.04,"[""Video""]",False,55-64,Male,8,4.49,0.695,33
1397,Photography,Instagram,Sports,1127,12,2025-12-16,2025-12-28,1000,0.02,"[""Video"", ""Reel"", ""Post""]",False,35-44,Female,9,3.77,0.658,22
1398,Gaming,LinkedIn,Travel & Tourism,853,27,2025-12-23,2026-01-19,1000,0.045,"[""Story""]",True,35-44,Female,11,4.37,0.861,78
1399,Business,LinkedIn,Health & Wellness,3062,15,2026-02-08,2026-02-23,50000,0.034,"[""Post"", ""Reel""]",True,35-44,Male,11,2.96,0.669,82
1400,Health,LinkedIn,Technology,4733,12,2026-01-26,2026-02-07,5000,0.033,"[""Story"", ""Reel"", ""Post""]",False,55-64,All,9,2.39,0.608,47
1401,Art,TikTok,Entertainment,501,18,2026-01-25,2026-02-12,100000,0.021,"[""Blog"", ""Video""]",True,65+,Male,7,4.02,0.907,6
1402,Fashion,YouTube,Home & Garden,620,22,2025-11-16,2025-12-08,50000,0.037,"[""Post""]",False,25-34,All,12,2.5,0.874,12
1403,Business,Instagram,Home & Garden,808,23,2025-12-20,2026-01-12,10000,0.015,"[""Post""]",True,65+,Male,9,2.06,0.687,17
1404,Health,LinkedIn,Health & Wellness,1836,37,2025-12-09,2026-01-15,1000,0.019,"[""Story"", ""Reel""]",True,35-44,Female,8,4.25,0.766,33
1405,Sports,Instagram,Beauty & Cosmetics,1134,7,2025-11-18,2025-11-25,1000,0.038,"[""Reel"", ""Story"", ""Blog""]",False,55-64,All,7,3.4,0.94,85
1406,Business,Instagram,Automotive,1979,26,2025-12-14,2026-01-09,1000,0.018,"[""Blog"", ""Video"", ""Story"", ""Reel""]",True,18-24,Male,9,2.29,0.87,20
1407,Sports,TikTok,Travel & Tourism,851,18,2026-02-10,2026-02-28,1000,0.027,"[""Reel""]",True,25-34,Male,7,4.52,0.74,30
1408,Pets,Instagram,E-commerce,536,40,2026-01-29,2026-03-10,50000,0.037,"[""Story""]",False,55-64,All,6,2.32,0.711,106
1409,Fashion,Twitter,Real Estate,1088,53,2025-11-13,2026-01-05,5000,0.014,"[""Blog"", ""Reel""]",True,25-34,Female,8,4.63,0.951,18
1410,Travel,TikTok,Entertainment,2220,31,2026-01-16,2026-02-16,50000,0.033,"[""Reel""]",True,18-24,Female,6,3.75,0.901,53
1411,Technology,Facebook,Beauty & Cosmetics,727,26,2026-01-29,2026-02-24,5000,0.011,"[""Story"", ""Video"", ""Reel""]",False,13-17,Male,10,4.33,0.778,22
1412,Photography,Instagram,Travel & Tourism,13893,21,2026-01-11,2026-02-01,1000,0.013,"[""Blog"", ""Story""]",True,25-34,Female,7,3.42,0.849,21
1413,Beauty,LinkedIn,Education,2055,40,2025-12-27,2026-02-05,50000,0.017,"[""Post"", ""Reel""]",False,55-64,Female,11,4.21,0.76,75
1414,Sports,Twitter,E-commerce,2969,46,2025-12-10,2026-01-25,100000,0.042,"[""Story"", ""Blog"", ""Video"", ""Post""]",False,35-44,Female,4,2.61,0.851,51
1415,Gaming,Twitter,E-commerce,4487,19,2026-01-27,2026-02-15,50000,0.021,"[""Video"", ""Post""]",False,18-24,Male,8,2.61,0.697,25
1416,Finance,YouTube,Health & Wellness,3168,34,2025-12-19,2026-01-22,5000,0.025,"[""Reel"", ""Story""]",True,55-64,All,12,3.85,0.78,40
1417,Fitness,YouTube,Beauty & Cosmetics,1105,90,2026-02-03,2026-05-04,100000,0.049,"[""Post""]",False,35-44,Female,6,2.79,0.751,31
1418,Food,YouTube,Education,1326,19,2025-12-28,2026-01-16,10000,0.028,"[""Post""]",False,45-54,Female,9,4.22,0.607,35
1419,Sports,Instagram,Finance,548,76,2025-11-25,2026-02-09,1000,0.038,"[""Reel"", ""Blog"", ""Video"", ""Post"", ""Story""]",True,35-44,Male,11,4.29,0.818,28
1420,Entertainment,Facebook,E-commerce,2065,19,2026-01-12,2026-01-31,1000,0.031,"[""Reel""]",False,65+,All,6,3.77,0.722,33
1421,Music,Facebook,Technology,891,25,2025-12-08,2026-01-02,5000,0.011,"[""Blog""]",False,13-17,Female,5,4.02,0.679,14
1422,Travel,Facebook,Food & Beverage,4426,28,2025-11-17,2025-12-15,5000,0.019,"[""Story"", ""Video""]",False,45-54,All,8,3.96,0.897,68
1423,Gaming,Instagram,Gaming,3714,18,2025-11-23,2025-12-11,50000,0.03,"[""Blog"", ""Story"", ""Reel""]",False,35-44,All,8,4.49,0.682,29
1424,Finance,Twitter,Fashion,1124,15,2026-01-13,2026-01-28,10000,0.013,"[""Story"", ""Post"", ""Blog""]",False,25-34,Female,10,3.5,0.94,39
1425,Music,LinkedIn,Entertainment,5113,55,2025-12-07,2026-01-31,10000,0.046,"[""Video""]",True,35-44,Female,6,4.92,0.819,80
1426,Entertainment,Facebook,Sports,1668,17,2025-12-23,2026-01-09,50000,0.033,"[""Reel""]",True,35-44,Male,14,4.59,0.851,29
1427,Education,Instagram,Education,2184,13,2025-11-30,2025-12-13,1000,0.047,"[""Reel""]",True,25-34,Male,11,4.22,0.827,21
1428,Fitness,LinkedIn,Sports,517,19,2026-02-10,2026-03-01,10000,0.039,"[""Reel"", ""Story""]",False,65+,All,11,3.76,0.917,17
1429,DIY,Facebook,Technology,896,12,2025-11-15,2025-11-27,1000,0.03,"[""Reel"", ""Video"", ""Post""]",True,45-54,All,4,4.5,0.959,16
1430,Food,Facebook,Entertainment,976,10,2025-12-24,2026-01-03,1000,0.041,"[""Post"", ""Blog"", ""Video""]",False,45-54,Female,13,3.72,0.76,119
1431,Education,Instagram,Beauty & Cosmetics,816,31,2025-12-09,2026-01-09,1000,0.029,"[""Story"", ""Blog"", ""Video""]",True,55-64,Female,9,4.47,0.904,46
1432,Technology,Instagram,Food & Beverage,811,22,2026-01-06,2026-01-28,1000,0.013,"[""Story""]",False,55-64,All,12,3.28,0.778,83
1433,Pets,Twitter,Health & Wellness,624,44,2025-12-23,2026-02-05,5000,0.033,"[""Blog"", ""Post"", ""Reel""]",False,65+,Male,12,3.34,0.951,87
1434,DIY,Facebook,E-commerce,1852,47,2026-02-09,2026-03-28,1000,0.027,"[""Reel""]",False,18-24,All,6,3.76,0.696,21
1435,Travel,Facebook,Gaming,828,62,2025-12-07,2026-02-07,1000,0.033,"[""Post""]",True,65+,Female,14,3.66,0.853,37
1436,Travel,Instagram,Entertainment,1369,19,2025-11-16,2025-12-05,1000,0.022,"[""Video"", ""Story"", ""Post""]",False,55-64,All,14,3.92,0.854,29
1437,Pets,YouTube,Gaming,2963,52,2026-02-08,2026-04-01,5000,0.011,"[""Post"", ""Story"", ""Reel"", ""Video""]",True,13-17,Male,11,4.43,0.824,55
1438,Art,LinkedIn,Finance,5942,31,2025-12-06,2026-01-06,50000,0.027,"[""Video"", ""Blog""]",False,45-54,Male,4,4.43,0.736,28
1439,Fitness,Facebook,Sports,3189,64,2026-01-21,2026-03-26,5000,0.013,"[""Post"", ""Blog""]",True,25-34,Male,10,4.54,0.846,57
1440,Business,Instagram,Travel & Tourism,1776,45,2026-01-31,2026-03-17,100000,0.032,"[""Video"", ""Post""]",False,45-54,Female,8,2.73,0.916,23
1441,Business,TikTok,Home & Garden,857,29,2025-11-25,2025-12-24,1000,0.039,"[""Reel"", ""Blog"", ""Video"", ""Story""]",False,13-17,Female,11,3.61,0.942,34
1442,DIY,Instagram,Home & Garden,2728,8,2025-12-22,2025-12-30,50000,0.046,"[""Reel""]",False,18-24,All,7,4.8,0.915,16
1443,Entertainment,Twitter,Finance,848,54,2025-11-28,2026-01-21,1000,0.043,"[""Story"", ""Reel"", ""Post""]",True,13-17,All,15,1.62,0.744,25
1444,Education,LinkedIn,Gaming,15247,14,2025-12-16,2025-12-30,10000,0.045,"[""Reel"", ""Video"", ""Story""]",False,35-44,All,11,3.75,0.851,76
1445,Education,Facebook,Home & Garden,564,43,2025-11-21,2026-01-03,1000,0.049,"[""Video"", ""Story""]",False,45-54,Female,8,3.54,0.719,69
1446,Food,LinkedIn,Entertainment,538,22,2025-11-21,2025-12-13,10000,0.021,"[""Story"", ""Blog"", ""Reel"", ""Video""]",False,18-24,Male,13,4.02,0.855,15
1447,Music,YouTube,Finance,3191,71,2025-12-16,2026-02-25,50000,0.019,"[""Post"", ""Story"", ""Reel""]",False,65+,All,5,2.57,0.704,79
1448,Photography,Instagram,Travel & Tourism,6697,55,2026-01-19,2026-03-15,10000,0.025,"[""Post"", ""Reel"", ""Story""]",True,35-44,Female,9,3.74,0.606,3
1449,Gaming,TikTok,Fashion,892,90,2025-12-20,2026-03-20,5000,0.023,"[""Story"", ""Reel""]",False,18-24,Male,12,3.63,0.857,103
1450,Entertainment,Twitter,Education,522,29,2026-01-30,2026-02-28,5000,0.011,"[""Story"", ""Blog"", ""Reel""]",True,65+,All,13,2.81,0.808,51
1451,Entertainment,Twitter,Gaming,8652,28,2025-12-22,2026-01-19,10000,0.025,"[""Blog""]",True,13-17,All,18,4.22,0.788,29
1452,Art,Instagram,Home & Garden,568,7,2025-12-29,2026-01-05,5000,0.046,"[""Reel"", ""Post"", ""Blog""]",True,13-17,Female,9,4.35,0.471,32
1453,Fashion,YouTube,Automotive,30184,25,2026-02-08,2026-03-05,5000,0.044,"[""Reel"", ""Story""]",False,65+,Male,8,4.79,0.906,65
1454,Art,LinkedIn,Food & Beverage,3725,7,2026-01-19,2026-01-26,50000,0.022,"[""Video"", ""Reel""]",False,55-64,All,10,2.57,0.758,10
1455,Travel,Twitter,Food & Beverage,893,38,2026-02-08,2026-03-18,1000,0.013,"[""Blog"", ""Post"", ""Video""]",True,18-24,Male,9,4.08,0.854,53
1456,Parenting,TikTok,Food & Beverage,5407,13,2025-12-03,2025-12-16,5000,0.046,"[""Reel""]",False,13-17,Male,14,4.12,0.679,53
1457,Finance,LinkedIn,Finance,1225,7,2026-01-19,2026-01-26,50000,0.035,"[""Post"", ""Video"", ""Reel""]",True,45-54,Male,12,3.93,0.657,21
1458,Art,Instagram,Fashion,793,29,2026-01-01,2026-01-30,5000,0.023,"[""Post"", ""Reel"", ""Story""]",True,35-44,Male,12,3.99,0.763,21
1459,Fashion,Twitter,Food & Beverage,2574,28,2026-01-12,2026-02-09,5000,0.043,"[""Reel"", ""Video"", ""Blog""]",False,35-44,Male,5,2.15,0.972,38
1460,Finance,TikTok,Fashion,1312,39,2026-01-20,2026-02-28,5000,0.037,"[""Reel"", ""Blog"", ""Story""]",True,65+,Female,11,4.12,0.849,36
1461,Sports,Twitter,Home & Garden,1125,52,2026-02-02,2026-03-26,5000,0.04,"[""Story""]",True,13-17,All,7,2.77,0.938,15
1462,Gaming,Twitter,Education,606,27,2025-11-19,2025-12-16,1000,0.012,"[""Blog"", ""Reel"", ""Video""]",False,18-24,Female,14,4.26,0.833,34
1463,Health,YouTube,Finance,616,44,2026-01-19,2026-03-04,10000,0.03,"[""Post"", ""Blog""]",False,45-54,All,11,3.59,0.891,4
1464,Parenting,Facebook,Beauty & Cosmetics,705,62,2026-01-20,2026-03-23,5000,0.012,"[""Story"", ""Blog""]",False,13-17,Male,9,3.29,0.91,3
1465,Sports,Facebook,Automotive,544,24,2025-12-16,2026-01-09,10000,0.013,"[""Reel""]",False,35-44,All,10,2.58,0.853,16
1466,Gaming,Twitter,Health & Wellness,838,44,2026-02-02,2026-03-18,50000,0.041,"[""Video"", ""Post""]",True,45-54,All,9,4.58,0.989,137
1467,Beauty,LinkedIn,Gaming,1130,23,2025-11-29,2025-12-22,1000,0.029,"[""Reel"", ""Post"", ""Blog""]",True,55-64,All,9,3.89,0.817,36
1468,Beauty,LinkedIn,Technology,893,17,2026-01-16,2026-02-02,5000,0.023,"[""Reel"", ""Blog"", ""Story"", ""Post""]",False,45-54,All,11,3.42,0.912,33
1469,Food,Twitter,Fashion,1818,27,2026-01-31,2026-02-27,10000,0.021,"[""Video""]",True,18-24,Female,10,4.41,0.908,37
1470,Health,Instagram,Home & Garden,938,14,2025-12-25,2026-01-08,5000,0.028,"[""Blog"", ""Video""]",True,18-24,Female,15,3.1,0.916,69
1471,Travel,Instagram,Beauty & Cosmetics,9918,17,2026-01-18,2026-02-04,5000,0.049,"[""Blog"", ""Story""]",True,55-64,Male,11,3.95,0.702,11
1472,Parenting,Instagram,Food & Beverage,1113,15,2025-12-10,2025-12-25,10000,0.028,"[""Video"", ""Story"", ""Post""]",True,45-54,All,6,4.06,0.705,27
1473,Travel,Facebook,Real Estate,1495,20,2025-12-16,2026-01-05,10000,0.019,"[""Post"", ""Reel""]",False,25-34,Male,16,2.82,0.86,31
1474,Lifestyle,Instagram,Gaming,533,7,2025-12-09,2025-12-16,50000,0.04,"[""Blog"", ""Story""]",False,25-34,All,9,2.83,0.837,47
1475,Gaming,LinkedIn,Fashion,737,90,2025-11-25,2026-02-23,5000,0.014,"[""Video""]",False,25-34,Female,6,3.69,0.798,6
1476,Art,TikTok,Travel & Tourism,765,29,2026-01-26,2026-02-24,1000,0.015,"[""Story"", ""Video"", ""Post""]",True,45-54,All,8,3.53,0.706,14
1477,Art,Facebook,Gaming,876,11,2025-12-07,2025-12-18,5000,0.04,"[""Post"", ""Story""]",True,18-24,All,8,4.26,0.861,42
1478,Business,LinkedIn,Technology,770,38,2026-01-18,2026-02-25,10000,0.03,"[""Story"", ""Video"", ""Reel""]",False,65+,All,7,3.06,0.892,64
1479,Gaming,Facebook,Fashion,796,47,2025-12-29,2026-02-14,10000,0.043,"[""Reel""]",False,25-34,Male,8,4.45,0.825,44
