creator_id,campaign_id,category_match,followers_match,engagement_match,platform_match,experience_score,overall_rating,num_categories,num_languages,account_age_days,estimated_followers,estimated_engagement_rate,campaign_budget,campaign_duration_days,budget_fit,versatility_score,success_rate,outcome
creator_60,campaign_10,0.0,1.0,1.0,0.807359850653226,1,3.8544007998525385,1,1,579,50000,0.05189550998747318,10000,62,2.0,0.1,0.7708801599705077,0
creator_61,campaign_11,0.0,0.5,1.0,0.6404655246070164,5,3.516591317212426,4,2,1613,10000,0.025369143400300324,1000,33,2.0,0.8,0.7033182634424853,1
creator_62,campaign_12,0.0,0.5,0.5,0.9058574290456449,5,3.137955571935577,5,1,1099,10000,0.019901594901478928,5000,49,2.0,0.5,0.6275911143871153,0
creator_63,campaign_13,0.0,0.5,1.0,0.6224009235756001,1,4.239703935921213,2,1,861,10000,0.08374850683033286,20000,30,2.0,0.2,0.8479407871842426,1
creator_64,campaign_14,0.0,1.0,1.0,0.6175524353474974,1,4.633489333842354,1,3,424,10000,0.09364668094631863,10000,68,2.0,0.30000000000000004,0.9266978667684708,1
creator_65,campaign_15,0.0,1.0,0.5,0.7282848659937176,1,4.174883727148045,5,2,888,1000000,0.017168853485838062,20000,84,0.479055257753548,1.0,0.8349767454296091,1
creator_66,campaign_16,0.0,1.0,1.0,0.6418251459017366,5,3.575439771110783,2,1,1450,1000000,0.04884258962057583,1000,39,0.027968587475026317,0.2,0.7150879542221567,1
creator_67,campaign_17,0.0,1.0,0.5,0.8350739001580043,3,4.641530840562315,1,3,1781,5000,0.04069181550304305,1000,71,2.0,0.30000000000000004,0.928306168112463,1
creator_68,campaign_18,0.0,1.0,1.0,0.9157162618708419,1,4.5040487149550845,1,4,1614,1000000,0.03472345295264293,5000,9,0.11101123270266099,0.4,0.9008097429910169,0
creator_69,campaign_19,0.0,1.0,1.0,0.8430783613990432,5,3.1600321151797326,4,2,1133,500000,0.09753639439892973,1000,79,0.0632904960171978,0.8,0.6320064230359466,1
creator_70,campaign_20,0.0,1.0,0.5,0.6936231100069996,3,4.357078191164225,5,2,1468,50000,0.018807130244480504,10000,59,2.0,1.0,0.8714156382328451,1
creator_71,campaign_21,0.0,1.0,1.0,0.8478272899114638,5,3.834042328273027,4,4,412,1000000,0.07244770080955551,50000,81,1.3041066247831847,1.6,0.7668084656546055,1
creator_72,campaign_22,0.0,1.0,0.5,0.8823961611847974,5,2.605501171453246,4,4,1793,500000,0.025159649601872374,5000,87,0.38380332005079826,1.6,0.5211002342906492,1
creator_73,campaign_23,0.0,1.0,0.5,0.7193350974349995,5,4.624000437456145,1,4,1702,1000000,0.023873277190270076,5000,78,0.10813147765943353,0.4,0.924800087491229,1
creator_74,campaign_24,0.0,1.0,1.0,0.6378955659117377,2,3.972025675390558,1,3,602,500000,0.055165621830007464,5000,56,0.2517607089490107,0.30000000000000004,0.7944051350781116,1
creator_75,campaign_25,0.0,1.0,1.0,0.8762461249546545,4,2.561743244215278,4,1,152,50000,0.08313513751793547,10000,55,2.0,0.4,0.5123486488430556,1
creator_76,campaign_26,0.0,1.0,1.0,0.7941022416588964,5,3.782925040826411,3,2,1143,5000,0.0637404958013953,50000,82,2.0,0.6000000000000001,0.7565850081652822,1
creator_77,campaign_27,0.0,0.5,1.0,0.7238527240011383,5,2.790451435635223,5,4,1681,10000,0.06878230599626699,50000,10,2.0,2.0,0.5580902871270446,1
creator_78,campaign_28,0.0,1.0,0.5,0.6140698526126386,1,3.65025656639422,5,2,1696,50000,0.012074237956594666,50000,89,2.0,1.0,0.730051313278844,0
creator_79,campaign_29,0.0,1.0,1.0,0.8145641532320121,2,4.3840253286949675,1,2,1286,50000,0.08581342004364897,20000,27,2.0,0.2,0.8768050657389935,1
creator_80,campaign_30,0.0,0.5,1.0,0.6160498481044038,2,4.678333980850706,4,3,1555,5000,0.09646432765028357,1000,28,2.0,1.2000000000000002,0.9356667961701411,1
creator_81,campaign_31,0.0,1.0,0.5,0.6051061706071589,2,4.126970802117254,1,1,1724,500000,0.04025442319700679,1000,83,0.0484616949306727,0.1,0.8253941604234509,1
creator_82,campaign_32,1.0,1.0,1.0,0.9229911742607636,5,2.845613914085143,4,3,766,500000,0.04632820250441301,1000,75,0.07028360348185163,1.2000000000000002,0.5691227828170285,1
creator_83,campaign_33,0.0,0.5,1.0,0.7104955766492574,3,3.1792687971352325,5,3,1690,5000,0.08652859373418391,20000,10,2.0,1.5,0.6358537594270465,1
creator_84,campaign_34,0.0,0.5,0.5,0.819707397339377,1,3.1340390690964104,2,1,557,5000,0.026734027678694615,50000,88,2.0,0.2,0.6268078138192821,0
creator_85,campaign_35,0.0,1.0,0.5,0.7037796684272305,5,3.764523056480824,3,4,416,10000,0.04193611510875925,1000,30,2.0,1.2000000000000002,0.7529046112961648,1
creator_86,campaign_36,0.0,1.0,1.0,0.9956866733682345,5,3.6403968527995563,5,3,1026,100000,0.08440681857182708,1000,8,0.2746953259315602,1.5,0.7280793705599112,1
creator_87,campaign_37,0.0,1.0,1.0,0.8170301810142321,5,4.5741095133823215,3,3,469,50000,0.06154145342710206,1000,43,0.4372435758585722,0.9,0.9148219026764643,1
creator_88,campaign_38,1.0,1.0,1.0,0.7468678502780091,5,4.07712759661278,1,3,373,500000,0.09046895824955434,1000,44,0.0490541429623535,0.30000000000000004,0.8154255193225559,1
creator_89,campaign_39,0.0,1.0,1.0,0.870396995902536,5,2.520886760430346,4,3,1112,100000,0.07429488058335632,1000,25,0.3966858074296395,1.2000000000000002,0.5041773520860693,1
creator_90,campaign_40,0.0,1.0,0.5,0.6837626855799734,5,4.326697528820976,3,1,546,5000,0.049991697648774557,1000,88,2.0,0.30000000000000004,0.8653395057641952,0
creator_91,campaign_41,0.0,1.0,1.0,0.84991815948749,5,4.1700486312814,2,2,652,500000,0.038128928701305,50000,63,2.0,0.4,0.83400972625628,1
creator_92,campaign_42,0.0,1.0,1.0,0.9444133599888962,5,4.720522983035373,3,4,617,100000,0.06746893546617222,50000,70,2.0,1.2000000000000002,0.9441045966070746,1
creator_93,campaign_43,0.0,1.0,0.5,0.8412888542631854,4,3.7835862428145504,2,4,751,100000,0.023101075884991218,50000,45,2.0,0.8,0.7567172485629101,0
creator_94,campaign_44,0.0,1.0,0.5,0.742309633680264,3,4.805122005317768,2,1,1619,500000,0.015069995001931583,1000,83,0.04162225220892675,0.2,0.9610244010635537,0
creator_95,campaign_45,0.0,1.0,1.0,0.9231752120057134,5,2.7997200787096137,1,1,1231,100000,0.06326271168969934,10000,49,2.0,0.1,0.5599440157419228,1
creator_96,campaign_46,1.0,1.0,0.5,0.948387039945017,1,4.315473709655263,5,1,1315,5000,0.038493825436951214,10000,86,2.0,0.5,0.8630947419310526,1
creator_97,campaign_47,0.0,0.5,1.0,0.6689785555895437,5,4.965820433900316,4,2,1210,10000,0.0774383819628191,50000,7,2.0,0.8,0.9931640867800631,1
creator_98,campaign_48,0.0,1.0,0.5,0.656608480979984,5,3.748107268811937,2,3,515,50000,0.03805329893435308,1000,35,0.5336026577046056,0.6000000000000001,0.7496214537623873,1
creator_99,campaign_49,1.0,1.0,0.5,0.8779310317312503,5,3.6548130105143377,5,2,1130,100000,0.03381845544988854,50000,84,2.0,1.0,0.7309626021028676,1
creator_0,campaign_0,1.0,1.0,1.0,0.9689231101934339,1,3.6987980927783846,1,1,1369,500000,0.04300768687833462,5000,43,0.2703580933364333,0.1,0.739759618555677,0
creator_1,campaign_1,0.0,1.0,0.5,0.9838376820110962,2,2.9435236753029557,5,2,616,1000000,0.018651326655893634,10000,66,0.3397288795025836,1.0,0.5887047350605912,1
creator_2,campaign_2,0.0,1.0,0.5,0.777902359280805,5,3.791110854757054,3,4,1538,1000000,0.02462640802814038,5000,57,0.13188746495571455,1.2000000000000002,0.7582221709514108,1
creator_3,campaign_3,0.0,1.0,0.5,0.9845529880574861,5,2.82156015109798,4,1,505,100000,0.02153692655294156,1000,48,0.35441385136193554,0.4,0.5643120302195961,1
creator_4,campaign_4,0.0,1.0,1.0,0.8015555187165094,2,3.478842749004073,4,1,463,5000,0.09843210306929842,10000,63,2.0,0.4,0.6957685498008146,1
creator_5,campaign_5,0.0,1.0,1.0,0.8553820282608575,4,2.5643560243680406,3,1,1194,1000000,0.09075686461747647,5000,76,0.19498072625201096,0.30000000000000004,0.5128712048736082,1
creator_6,campaign_6,0.0,1.0,1.0,0.6002867434826319,5,4.631076043922798,5,1,1434,500000,0.062328240538217845,20000,9,0.8637301486873796,0.5,0.9262152087845597,1
creator_7,campaign_7,0.0,1.0,1.0,0.6083638049340939,5,2.594550341380088,5,1,354,10000,0.03836950636395575,20000,36,2.0,0.5,0.5189100682760176,1
creator_8,campaign_8,1.0,1.0,1.0,0.7806555982075352,5,3.6487556664257936,5,3,964,100000,0.06619354281312494,1000,45,0.27406603549849873,1.5,0.7297511332851587,1
creator_9,campaign_9,0.0,1.0,0.5,0.9476396274898914,5,2.737641342081411,4,2,1042,100000,0.013218961871344173,10000,68,2.0,0.8,0.5475282684162822,1
creator_10,campaign_10,0.0,1.0,1.0,0.879196188599117,5,3.6617236711129126,5,4,1711,50000,0.08797846626088807,50000,42,2.0,2.0,0.7323447342225825,1
creator_11,campaign_11,0.0,0.5,1.0,0.7498596876059315,5,3.927478928314946,5,4,532,5000,0.08937129562871135,5000,62,2.0,2.0,0.7854957856629892,1
creator_12,campaign_12,0.0,0.5,0.5,0.6179073554753948,5,2.5211287401561515,3,3,942,5000,0.03958968587433317,50000,58,2.0,0.9,0.5042257480312303,1
creator_13,campaign_13,0.0,0.5,0.5,0.710094442372449,5,4.719544100839547,5,2,648,50000,0.028904260356286265,50000,68,2.0,1.0,0.9439088201679094,1
creator_14,campaign_14,0.0,1.0,1.0,0.79145794822021,3,4.741260627397487,1,4,1031,500000,0.08964340721604701,10000,89,0.42182874074522553,0.4,0.9482521254794974,1
creator_15,campaign_15,0.0,1.0,1.0,0.7787079337873009,5,2.7189389335404366,3,4,1580,1000000,0.07591973132174043,1000,55,0.03677905331613538,1.2000000000000002,0.5437877867080874,1
creator_16,campaign_16,0.0,1.0,0.5,0.667533442661028,5,3.5906111209107934,4,3,1120,50000,0.03826988371804337,5000,33,2.0,1.2000000000000002,0.7181222241821587,1
creator_17,campaign_17,1.0,1.0,1.0,0.65804222935858,5,3.15627151066636,3,3,995,500000,0.0626734787958862,5000,60,0.31682952389253655,0.9,0.631254302133272,1
creator_18,campaign_18,0.0,1.0,0.5,0.999896508903237,5,4.158755173513143,2,4,1516,50000,0.015693640463860733,10000,86,2.0,0.8,0.8317510347026286,1
creator_19,campaign_19,0.0,1.0,0.5,0.854819021401451,5,3.153112831133956,4,4,84,500000,0.021566410159970482,10000,32,0.6342938255339053,1.6,0.6306225662267912,0
creator_20,campaign_20,0.0,0.5,1.0,0.7931240373313482,5,4.804316673629153,5,1,1491,10000,0.034346960215466196,50000,33,2.0,0.5,0.9608633347258306,1
creator_21,campaign_21,0.0,1.0,1.0,0.6838076897250128,1,4.5965544904951425,1,2,808,1000000,0.09219697404400304,5000,47,0.10877712883289237,0.2,0.9193108980990286,0
creator_22,campaign_22,0.0,1.0,1.0,0.8774039348185281,3,4.300669809868489,2,3,1302,500000,0.09919508578651784,20000,54,0.9300876786265804,0.6000000000000001,0.8601339619736977,0
creator_23,campaign_23,0.0,1.0,1.0,0.9367234836115276,2,3.4970538173101433,4,2,1555,10000,0.08229370605644154,20000,27,2.0,0.8,0.6994107634620287,1
creator_24,campaign_24,0.0,1.0,1.0,0.7085525580318338,5,3.0339182508404807,4,1,867,500000,0.05719927112719745,10000,69,0.6592135432277859,0.4,0.6067836501680961,1
creator_25,campaign_25,0.0,0.5,1.0,0.9480786761968969,2,3.6423471247456223,2,2,537,10000,0.07345569557848412,50000,53,2.0,0.4,0.7284694249491245,1
creator_26,campaign_26,0.0,1.0,1.0,0.9440294075959171,5,4.900665896230167,4,3,1488,500000,0.07964206737121306,20000,11,0.8162156092046587,1.2000000000000002,0.9801331792460333,1
creator_27,campaign_27,0.0,0.5,1.0,0.6276696762021668,5,2.5371403062687596,3,3,1393,5000,0.08382491737917891,5000,81,2.0,0.9,0.507428061253752,1
creator_28,campaign_28,0.0,1.0,1.0,0.8732278300760496,5,4.326040662549339,2,3,1780,10000,0.05374517877124129,20000,15,2.0,0.6000000000000001,0.8652081325098677,1
creator_29,campaign_29,0.0,1.0,1.0,0.8992934865974036,5,3.0742557884053356,5,4,1315,100000,0.06272767454751295,10000,9,2.0,2.0,0.6148511576810671,1
creator_30,campaign_30,0.0,1.0,1.0,0.7998473647995048,5,3.472128741185291,3,4,1168,100000,0.06439426471745273,5000,72,1.4400387694994095,1.2000000000000002,0.6944257482370582,0
creator_31,campaign_31,0.0,0.5,0.5,0.7133186111990809,3,3.327540648737237,2,3,438,5000,0.0317965101034391,50000,17,2.0,0.6000000000000001,0.6655081297474474,1
creator_32,campaign_32,0.0,1.0,1.0,0.9855270644752722,5,2.5808081633152256,2,1,1570,100000,0.06477144338565768,20000,11,2.0,0.2,0.5161616326630452,1
creator_33,campaign_33,0.0,1.0,0.5,0.6412587043513444,5,4.112140108574317,1,1,1493,10000,0.02029943471651633,10000,57,2.0,0.1,0.8224280217148634,1
creator_34,campaign_34,0.0,1.0,1.0,0.74527564948649,5,4.280019902995407,4,2,1112,50000,0.07101054266464792,10000,47,2.0,0.8,0.8560039805990813,1
creator_35,campaign_35,0.0,1.0,0.5,0.6792123786524374,5,2.986984506609817,4,4,944,10000,0.027900253264421568,20000,63,2.0,1.6,0.5973969013219633,1
creator_36,campaign_36,0.0,1.0,1.0,0.6078902985852702,5,2.8823579661885654,3,1,1321,500000,0.04063969720894766,1000,67,0.06938763413361403,0.30000000000000004,0.5764715932377131,0
creator_37,campaign_37,0.0,1.0,1.0,0.8656296484799336,5,3.076835691515297,5,1,920,50000,0.07152331826996822,1000,24,0.6500184606916819,0.5,0.6153671383030594,1
creator_38,campaign_38,0.0,1.0,1.0,0.9914616325351859,4,4.687348514006678,4,3,1065,500000,0.09083114512415909,20000,32,0.8533609114080698,1.2000000000000002,0.9374697028013357,0
creator_39,campaign_39,0.0,0.5,0.5,0.6018017923921154,4,2.7440469013378723,3,3,566,5000,0.025143439990420374,10000,85,2.0,0.9,0.5488093802675744,1
creator_40,campaign_40,0.0,1.0,0.5,0.8677648257014574,5,4.773080941153754,4,2,1679,10000,0.010478275223937584,5000,19,2.0,0.8,0.9546161882307509,1
creator_41,campaign_41,0.0,1.0,0.5,0.6722650795609637,5,4.477124194082948,4,4,273,1000000,0.01096031143055465,1000,70,0.022335766368098944,1.6,0.8954248388165895,1
creator_42,campaign_42,0.0,1.0,0.5,0.8445979410876796,5,3.74421989886943,3,2,649,100000,0.011978786983539125,5000,45,1.3353916530142242,0.6000000000000001,0.7488439797738861,1
creator_43,campaign_43,0.0,1.0,1.0,0.6100558903025256,3,3.9723400564063693,1,4,124,10000,0.05587619590035435,1000,40,2.0,0.4,0.7944680112812739,1
creator_44,campaign_44,0.0,1.0,0.5,0.6373191421906974,2,2.8189203784107106,5,2,284,10000,0.016705941563677607,5000,26,2.0,1.0,0.5637840756821422,0
creator_45,campaign_45,0.0,1.0,0.5,0.6714515507017198,5,4.890332140855922,2,2,1671,5000,0.011825228340512275,50000,82,2.0,0.4,0.9780664281711845,1
creator_46,campaign_46,0.0,1.0,1.0,0.6687494810156988,5,3.6918846887708203,2,2,352,500000,0.0874227957759734,20000,9,1.0834574579662084,0.4,0.738376937754164,1
creator_47,campaign_47,0.0,1.0,1.0,0.6443979255687242,3,3.015184449842938,5,2,1389,500000,0.08427775621806842,20000,27,1.3266186750891347,1.0,0.6030368899685876,1
creator_48,campaign_48,0.0,0.5,1.0,0.610670705043549,5,4.464521210610875,4,4,370,50000,0.04018044145133893,5000,54,2.0,1.6,0.892904242122175,0
creator_49,campaign_49,0.0,1.0,1.0,0.7392107852754877,5,3.6696486565854,4,1,1169,1000000,0.0966072684856849,5000,87,0.13625282603083014,0.4,0.73392973131708,1
creator_50,campaign_0,0.0,1.0,1.0,0.847338522818183,5,4.608257415380403,4,4,929,1000000,0.06635566664145053,20000,44,0.43400353316306745,1.6,0.9216514830760806,1
creator_51,campaign_1,0.0,0.5,1.0,0.7295917098840399,5,3.492223482722599,2,3,583,10000,0.04493197729020244,10000,45,2.0,0.6000000000000001,0.6984446965445198,1
creator_52,campaign_2,0.0,1.0,1.0,0.8862650608289245,5,3.905945950961005,4,4,208,500000,0.06355417104313851,50000,12,2.0,1.6,0.781189190192201,1
creator_53,campaign_3,0.0,1.0,1.0,0.6265892520836686,4,3.6247819527137635,5,1,1610,1000000,0.09383815442397359,50000,12,1.3793933166812016,0.5,0.7249563905427527,1
creator_54,campaign_4,0.0,1.0,0.5,0.8287315084730764,5,3.375680926673319,3,4,1305,10000,0.014316195919328888,10000,86,2.0,1.2000000000000002,0.6751361853346638,1
creator_55,campaign_5,0.0,1.0,0.5,0.7064982797576014,5,3.2731702787492383,3,3,237,500000,0.010142147897012068,50000,60,2.0,0.9,0.6546340557498477,1
creator_56,campaign_6,0.0,1.0,1.0,0.8756436325947297,5,2.5553361275737427,3,4,586,1000000,0.07725842430155977,20000,31,0.7826758986493777,1.2000000000000002,0.5110672255147486,0
creator_57,campaign_7,0.0,1.0,0.5,0.6815104136764255,5,3.196163227288365,1,3,1510,50000,0.049739255999184745,1000,64,0.6257502692366579,0.30000000000000004,0.639232645457673,1
creator_58,campaign_8,0.0,1.0,0.5,0.6209622745844795,5,4.5088544420660694,3,1,1436,1000000,0.01909797347567934,1000,50,0.022178582450352403,0.30000000000000004,0.9017708884132138,1
creator_59,campaign_9,0.0,1.0,0.5,0.6365931831718589,3,4.125231127849829,5,3,106,500000,0.010271878422054513,20000,19,0.9696426396561438,1.5,0.8250462255699658,1
creator_60,campaign_10,0.0,1.0,0.5,0.7264419551763582,5,2.8375953417013684,5,1,1809,1000000,0.026724885000880834,20000,27,0.7048221325317083,0.5,0.5675190683402737,1
creator_61,campaign_11,0.0,0.5,1.0,0.6742103901030877,5,4.930574273040894,5,3,814,50000,0.0808271783593068,20000,28,2.0,1.5,0.9861148546081788,1
creator_62,campaign_12,0.0,1.0,1.0,0.6627051790397178,4,3.298292200053435,5,1,945,500000,0.09309695574429365,50000,57,2.0,0.5,0.6596584400106871,1
creator_63,campaign_13,0.0,1.0,1.0,0.8165341530805069,5,3.824738241384853,5,3,684,500000,0.06716412899775416,10000,55,0.5229116017298596,1.5,0.7649476482769706,1
creator_64,campaign_14,0.0,1.0,1.0,0.7494601185491937,5,3.6769059809690074,4,1,1141,100000,0.07067729049535007,20000,44,2.0,0.4,0.7353811961938015,1
creator_65,campaign_15,0.0,0.5,1.0,0.8624584367389769,3,2.9176391736719642,2,4,56,10000,0.06343352046562913,50000,59,2.0,0.8,0.5835278347343928,1
creator_66,campaign_16,0.0,0.5,1.0,0.6279447682738647,5,3.7195570934547026,5,3,1606,5000,0.09573779177207753,20000,8,2.0,1.5,0.7439114186909406,1
creator_67,campaign_17,0.0,1.0,0.5,0.9051196211503222,1,2.653857585337092,2,2,641,50000,0.0381414398525013,1000,69,0.7536199421740866,0.4,0.5307715170674184,0
creator_68,campaign_18,0.0,1.0,1.0,0.8621532797853813,3,2.5238473850638625,4,4,1816,500000,0.07662817277595563,1000,15,0.07924409422835972,1.6,0.5047694770127725,0
creator_69,campaign_19,0.0,1.0,1.0,0.7317221251458397,3,2.886712120462153,4,1,134,1000000,0.07187183236447553,1000,80,0.034641486863605346,0.4,0.5773424240924305,1
creator_70,campaign_20,0.0,0.5,1.0,0.8010190426888093,5,3.4862115783687635,4,2,715,50000,0.0560332942109545,50000,7,2.0,0.8,0.6972423156737527,1
creator_71,campaign_21,0.0,1.0,1.0,0.7156772607863479,5,3.1925636221740605,4,2,263,50000,0.05205172099679535,50000,39,2.0,0.8,0.6385127244348121,1
creator_72,campaign_22,0.0,1.0,1.0,0.8874414962760782,5,4.016280563308047,2,3,161,500000,0.04763176146738381,1000,43,0.049797317903325984,0.6000000000000001,0.8032561126616095,1
creator_73,campaign_23,0.0,0.5,0.5,0.7734894811325684,5,3.0694458540445035,2,2,1501,5000,0.050402055033351115,5000,22,2.0,0.4,0.6138891708089007,1
creator_74,campaign_24,0.0,1.0,1.0,0.7990598218020872,1,4.902552339413033,3,2,564,500000,0.02597336514919106,10000,34,0.40795076962696,0.6000000000000001,0.9805104678826065,1
creator_75,campaign_25,0.0,1.0,1.0,0.6347758242769016,2,4.274832683585616,4,3,1322,500000,0.09139612928652571,5000,34,0.23392728418114989,1.2000000000000002,0.8549665367171231,1
creator_76,campaign_26,1.0,1.0,1.0,0.7662717180651475,4,4.476757259365284,2,3,1518,100000,0.05670436278382813,10000,77,2.0,0.6000000000000001,0.8953514518730568,1
creator_77,campaign_27,1.0,1.0,1.0,0.7157991460478879,5,4.120366857622445,4,1,364,500000,0.076964450610572,10000,46,0.4853936722406437,0.4,0.824073371524489,1
creator_78,campaign_28,0.0,1.0,0.5,0.6880265019138767,2,4.613063895401849,1,4,1421,500000,0.03326505109296346,20000,87,0.8671026655379885,0.4,0.9226127790803698,0
creator_79,campaign_29,0.0,1.0,0.5,0.7564368976592882,5,3.0368612560208934,2,4,229,50000,0.025848035914946853,20000,78,2.0,0.8,0.6073722512041787,1
creator_80,campaign_30,0.0,1.0,0.5,0.6404112985965034,5,2.900801178417336,2,1,534,50000,0.012769766043324408,20000,73,2.0,0.2,0.5801602356834672,1
creator_81,campaign_31,0.0,0.5,1.0,0.8685472035587183,5,2.933930360378599,3,2,1667,10000,0.02920267612296741,1000,54,2.0,0.6000000000000001,0.5867860720757199,0
creator_82,campaign_32,0.0,1.0,1.0,0.9790931216025222,3,2.675295114367474,5,1,1100,500000,0.04587033017297149,10000,60,0.7475810759191194,0.5,0.5350590228734948,0
creator_83,campaign_33,0.0,0.5,1.0,0.6064432874197347,5,4.4321848409546325,4,3,145,10000,0.08307833416171391,50000,35,2.0,1.2000000000000002,0.8864369681909265,1
creator_84,campaign_34,0.0,1.0,1.0,0.6506181244785508,5,3.3538151885534093,1,4,1309,1000000,0.06648004214835819,20000,72,0.5963357810609278,0.4,0.6707630377106819,0
creator_85,campaign_35,0.0,1.0,1.0,0.866645354637714,1,3.7019654204493184,2,2,1073,1000000,0.07775353234799288,50000,47,1.350633901759443,0.4,0.7403930840898637,1
creator_86,campaign_36,0.0,1.0,1.0,0.9872083844910513,4,4.273285737008709,5,3,269,100000,0.038263960271587974,50000,30,2.0,1.5,0.8546571474017417,1
creator_87,campaign_37,0.0,1.0,0.5,0.8293998339740865,5,3.155282430041991,3,4,1327,50000,0.010743876815127257,50000,36,2.0,1.2000000000000002,0.6310564860083983,1
creator_88,campaign_38,1.0,1.0,1.0,0.7986580849558018,5,2.5476085231857297,2,1,283,50000,0.056081631400792226,50000,16,2.0,0.2,0.509521704637146,1
creator_89,campaign_39,0.0,0.5,0.5,0.8894437751031805,4,2.661226701139616,4,2,792,5000,0.05088050414261824,5000,52,2.0,0.8,0.5322453402279231,1
creator_90,campaign_40,0.0,1.0,0.5,0.9753446401184069,2,4.7927462629294855,5,4,1303,10000,0.010392362196092238,50000,84,2.0,2.0,0.9585492525858971,1
creator_91,campaign_41,0.0,1.0,1.0,0.8314341394371799,1,4.245292310208809,4,4,1528,100000,0.04559320252284912,20000,15,2.0,1.6,0.8490584620417618,0
creator_92,campaign_42,0.0,1.0,0.5,0.8929162269702784,1,4.781460544812058,3,4,1613,100000,0.0427202339813468,20000,47,2.0,1.2000000000000002,0.9562921089624116,0
creator_93,campaign_43,0.0,1.0,0.5,0.6630002192303215,5,2.860259907582415,5,4,1200,100000,0.04994052213541022,10000,43,2.0,2.0,0.5720519815164831,1
creator_94,campaign_44,0.0,1.0,1.0,0.8746346008457732,5,2.80865893432684,4,3,1156,100000,0.04787895247688856,5000,58,1.780209031040063,1.2000000000000002,0.5617317868653681,1
creator_95,campaign_45,0.0,1.0,1.0,0.6021296762284257,5,2.7863632489662056,5,3,380,50000,0.08033708165797604,20000,86,2.0,1.5,0.5572726497932411,1
creator_96,campaign_46,0.0,1.0,0.5,0.9214540588614774,5,4.112265809662293,5,4,531,10000,0.04067947139431215,10000,59,2.0,2.0,0.8224531619324585,1
creator_97,campaign_47,0.0,0.5,1.0,0.704963129028298,5,2.7911138102117787,5,3,561,5000,0.04545800460255192,1000,83,2.0,1.5,0.5582227620423558,1
creator_98,campaign_48,0.0,1.0,1.0,0.6814869573110667,2,4.02976021191831,4,4,1661,1000000,0.08521494369830841,50000,23,1.2407686157633238,1.6,0.805952042383662,1
creator_99,campaign_49,0.0,1.0,0.5,0.812853095832941,5,4.476932659330085,5,4,1644,10000,0.014259207712277922,1000,85,2.0,2.0,0.895386531866017,1
creator_0,campaign_0,0.0,1.0,0.5,0.717016171392628,5,4.401699403052415,1,1,298,50000,0.014704873504498516,10000,12,2.0,0.1,0.8803398806104831,1
creator_1,campaign_1,0.0,0.5,1.0,0.6976934801456314,5,3.2639411483195646,2,3,1813,5000,0.055687305039071266,50000,77,2.0,0.6000000000000001,0.6527882296639129,1
creator_2,campaign_2,0.0,1.0,1.0,0.7824508835786533,5,2.7686330411047164,1,2,1789,500000,0.06706827505718552,50000,28,2.0,0.2,0.5537266082209433,1
creator_3,campaign_3,0.0,0.5,0.5,0.6880439320076654,3,3.791840112350161,2,4,491,50000,0.01367065120919663,1000,24,0.5274483999169499,0.8,0.7583680224700322,0
creator_4,campaign_4,0.0,1.0,0.5,0.6427541181956242,5,4.4372085806323724,4,4,1194,1000000,0.03280582968034354,5000,87,0.1126834564826209,1.6,0.8874417161264745,0
creator_5,campaign_5,1.0,1.0,1.0,0.6552928347141348,5,3.808146282346643,1,1,637,500000,0.0404172981316431,10000,71,0.5251899091354144,0.1,0.7616292564693287,1
creator_6,campaign_6,0.0,1.0,1.0,0.9746262446632025,3,3.4472177258315133,4,2,693,500000,0.053908894539825364,50000,66,2.0,0.8,0.6894435451663027,1
creator_7,campaign_7,0.0,0.5,1.0,0.9211062685848153,4,4.290411345444028,2,4,1379,5000,0.08197105722882413,1000,66,2.0,0.8,0.8580822690888056,1
creator_8,campaign_8,0.0,1.0,0.5,0.8876712096207918,5,3.505327887572191,3,4,282,100000,0.03255234189347735,50000,38,2.0,1.2000000000000002,0.7010655775144382,1
creator_9,campaign_9,0.0,1.0,1.0,0.917319230679494,2,3.1249968380595794,4,1,337,100000,0.05687340275296741,20000,49,2.0,0.4,0.6249993676119159,0
creator_10,campaign_10,0.0,1.0,0.5,0.6741415902887398,5,2.578403922011471,5,4,636,1000000,0.04699424742004524,50000,8,1.939184143072272,2.0,0.5156807844022941,0
creator_11,campaign_11,0.0,1.0,0.5,0.9076679478094349,5,3.275995238239612,5,2,1177,500000,0.03864294975514788,5000,79,0.30525074894106374,1.0,0.6551990476479224,0
creator_12,campaign_12,0.0,1.0,0.5,0.8361252689300274,5,3.8372602159566105,1,1,1077,500000,0.03393057178245358,50000,26,2.0,0.1,0.7674520431913221,1
creator_13,campaign_13,0.0,1.0,1.0,0.9936962867206596,5,2.978733524827006,1,2,1087,10000,0.07085276097413115,10000,19,2.0,0.2,0.5957467049654012,1
creator_14,campaign_14,0.0,1.0,1.0,0.6504221725442814,1,4.524471321720261,3,4,1229,100000,0.058399524214807916,1000,80,0.2210202980399901,1.2000000000000002,0.9048942643440523,1
creator_15,campaign_15,0.0,1.0,0.5,0.6093836086884618,5,4.2173811034635955,3,3,551,100000,0.031742650060375015,1000,19,0.23711397558516423,0.9,0.8434762206927191,1
creator_16,campaign_16,0.0,1.0,1.0,0.9709465637846214,5,4.616385806163507,5,4,225,1000000,0.057944045983508684,50000,62,1.083098382575459,2.0,0.9232771612327013,0
